species	SRTP_A_F1_210317_ZHMW	SRTP_A_F1_210317_ZMB	SRTP_A_F1_210330_ZHMW	SRTP_A_F1_210330_ZMB	SRTP_A_F1_210415_ZHMW	SRTP_A_F1_210415_ZMB	SRTP_A_F1_210705_ZHMW	SRTP_A_F1_210705_ZMB	SRTP_A_F1_210903_ZHMW	SRTP_A_F1_210903_ZMB	SRTP_A_F1_211203_ZHMW	SRTP_A_F1_211203_ZMB	SRTP_A_F2_210316_ZHMW	SRTP_A_F2_210316_ZMB	SRTP_A_F2_210401_ZHMW	SRTP_A_F2_210401_ZMB	SRTP_A_F2_210413_ZHMW	SRTP_A_F2_210413_ZMB	SRTP_A_F2_210705_ZHMW	SRTP_A_F2_210705_ZMB	SRTP_A_F3_210317_ZHMW	SRTP_A_F3_210317_ZMB	SRTP_A_F3_210401_ZHMW	SRTP_A_F3_210401_ZMB	SRTP_A_F3_210413_ZHMW	SRTP_A_F3_210413_ZMB	SRTP_A_F3_210704_ZHMW	SRTP_A_F3_210704_ZMB	SRTP_A_F3_210803_ZHMW	SRTP_A_F3_210803_ZMB	SRTP_A_F3_211003_ZHMW	SRTP_A_F3_211003_ZMB	SRTP_A_F3_211203_ZHMW	SRTP_A_F3_211203_ZMB	SRTP_A_F4_210317_ZHMW	SRTP_A_F4_210317_ZMB	SRTP_A_F4_210330_ZHMW	SRTP_A_F4_210330_ZMB	SRTP_A_F4_210413_ZHMW	SRTP_A_F4_210413_ZMB	SRTP_A_F4_210704_ZHMW	SRTP_A_F4_210704_ZMB	SRTP_A_F4_211203_ZHMW	SRTP_A_F4_211203_ZMB	SRTP_A_M1_210317_ZHMW	SRTP_A_M1_210317_ZMB	SRTP_A_M1_210412_ZHMW	SRTP_A_M1_210412_ZMB	SRTP_A_M1_210415_ZHMW	SRTP_A_M1_210415_ZMB	SRTP_A_M1_210705_ZHMW	SRTP_A_M1_210705_ZMB	SRTP_A_M1_210903_ZHMW	SRTP_A_M1_210903_ZMB	SRTP_A_M2_210317_ZHMW	SRTP_A_M2_210317_ZMB	SRTP_A_M2_210330_ZHMW	SRTP_A_M2_210330_ZMB	SRTP_A_M2_210415_ZHMW	SRTP_A_M2_210415_ZMB	SRTP_A_M2_210704_ZHMW	SRTP_A_M2_210704_ZMB	SRTP_A_M2_210803_ZHMW	SRTP_A_M2_210803_ZMB	SRTP_A_M2_211203_ZHMW	SRTP_A_M2_211203_ZMB	SRTP_A_M3_210414_ZHMW	SRTP_A_M3_210414_ZMB	SRTP_A_M3_210903_ZHMW	SRTP_A_M3_210903_ZMB	SRTP_A_M3_211203_ZHMW	SRTP_A_M3_211203_ZMB	SRTP_A_M4_210317_ZHMW	SRTP_A_M4_210317_ZMB	SRTP_A_M4_210401_ZHMW	SRTP_A_M4_210401_ZMB	SRTP_A_M4_210704_ZHMW	SRTP_A_M4_210704_ZMB	SRTP_A_M4_210803_ZHMW	SRTP_A_M4_210803_ZMB
Anaerotignum lactatifermentans	242.25366569724	92.3533889720368	352.184793061741	65.3231301596086	177.054684584502	52.6158562261053	13.0291231660075	22.0258000494263	80.1427382324686	60.1809145510401	30.1972269232251	0	0	0	0	0	0	0	0	0	0	0	383.047496993517	100.401328742478	50.1897785936405	38.8419564559095	48.6689737494237	21.5912925865635	60.066830749379	0	16.0532475605006	0	0	0	0	0	33.0951629981751	0	67.1840436922077	12.0195424288899	440.510317708517	80.3221009975977	0	0	31.0620749002929	196.991088754648	1918.89616493987	49.149273551409	416.893346228644	94.2346479084563	303.885321767609	101.501485717676	163.021254352837	21.0528433132453	325.999792941778	109.323067264627	0	0	215.838058199051	158.1323551513	261.025459209175	392.453674971203	0	63.411320915452	497.190018471543	120.902620071866	1129.71562915656	58.1561404478038	0	0	312.981085363971	17.0477121959517	0	0	122.373230601514	36.109419912716	14.0758352629838	0	56.9943773915052	40.0720346545095
Anaerotruncus rubiinfantis	10.4542556766737	0	20.7697774812165	0	22.9824005861256	10.879703645963	17.5892247209701	0	0	0	0	0	0	0	14.5622747723916	0	15.2753796166228	0	0	0	0	0	19.6094328353577	0	0	0	45.6099176376985	0	0	0	0	0	0	0	0	0	21.8709052954904	0	129.281055447881	12.2670423202816	0	42.3216586192078	14.4627625531322	0	0	29.9807552676027	102.979335635153	0	18.4786809713567	10.4710039976585	46.733248926632	11.485364285682	31.9388415347162	0	24.0923285801799	0	0	0	0	0	19.2551306648704	28.2342952626558	0	16.9052544776164	28.4716073603452	0	33.5814442833694	0	0	0	0	0	0	0	0	0	0	0	29.5797961538817	0
Arthrobacter sp. YN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0061532902204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asaccharospora irregularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6455418690218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus anthracis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5676470888042	0	0	0	0	0	0	0	0	0
Bacteroidales bacterium CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.0613429225888	0	23.1194957337874	0	13.0153446315447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides acidifaciens	0	0	14.1422359524864	0	18.1218410205658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.6376489602447	0	0	0	0	0	0	0	0	0	0	0	17.8498478586043	13.4867900174243	0	0	0	0	20.7348808715033	0	0	0	0	0	0	0	19.4645377155375	0	17.9159452253867	0	0	0	0	0	0	0	0	0	10.9269437030865	0	18.1649685932969	0
Bacteroides caecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8861700036739	0	0	0	0	0	0	0	0	0	0	0	20.8203540856092	0	0	0	0	0	0	0	0	0	0	0	12.3399777686796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2864958574377	0	0	0
Bacteroides clarus	140.988524051441	14.1098922676748	171.026979230901	0	34.6362285964624	0	16.957503055888	28.4680189339439	53.9532618414606	0	17.9560576767174	0	0	0	37.4149562048176	17.7999172697384	28.6019422629506	0	0	0	0	0	43.7306053386175	0	129.136048624646	0	47.6620706670118	0	0	0	0	0	0	0	24.3688973300463	0	158.518965590891	0	564.72869445139	64.3467167440486	15.3623396162594	104.555392249063	68.0275397616522	0	23.6210236887933	33.2010424369623	147.887867714636	0	99.2277649723573	20.7972921609867	151.21967381973	92.277835147584	37.2608526821992	0	27.4694929719897	0	34.4119485693379	0	0	0	74.1714494637044	18.8115363935098	0	30.5087628587874	103.784505273216	0	197.501513375782	0	0	0	111.349052112852	0	18.9435417045618	0	71.4906759424907	19.78647660348	47.059689107365	0	78.7630444331314	83.9917152623792
Bacteroides eggerthii	691.379457572917	32.6391696852664	644.767645299061	62.2658133350241	145.527621351827	44.0506308928691	53.1534437104865	161.468407176454	198.995727991313	60.6525077166646	50.5727071110404	25.1290116684266	19.0523079687021	0	191.666484708627	54.6135222302888	179.837362778106	24.0029711852342	48.1357639811674	0	0	0	235.283336519827	32.0858445057089	510.30141836263	0	245.522491121133	95.4631068579422	0	0	0	0	0	0	75.0435207349743	17.0535626771242	576.057204563864	0	3371.88186108412	384.747276978326	99.7113845057864	559.170326684163	407.965714381619	88.6205442700346	209.691825666202	253.842440993709	793.730619469612	24.0731194119676	471.538321921962	114.039723603347	985.611065723378	518.51326662006	296.857195230241	80.1824577080932	184.198505970967	27.0797000204077	169.533250227143	0	0	0	333.44479728321	133.478455705226	24.0626151680518	130.764735695761	667.256320521635	73.5907226006371	1258.78294030972	122.112556255439	30.1634202640103	0	690.167010692202	76.493602105834	86.5651563534346	0	300.258082390519	92.6121702388878	202.61680278929	99.6192883368307	401.79089909546	495.654411284735
Bacteroides finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4833339946269	0	0	0	0	0	0	0	0	0	0	0	22.3722783584057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4180829484558	0	0	0
Bacteroides gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8947072362133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides helcogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1562129140484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides mediterraneensis	522.99516221488	67.4217092322482	460.990615236399	29.1001099728421	1210.19414419292	240.029351503858	533.733771316131	477.872849203991	226.747974248577	43.5704000019922	49.9180064620576	10.7039149956009	692.39740126097	40.7073351251175	246.194459475864	156.240766905764	506.024445989665	82.2721055765608	443.242635081489	46.5573812806107	0	0	361.432902535195	55.8670680702164	1323.23190996086	53.0711628758116	967.369771719177	248.181778680935	0	0	145.60103357446	0	252.124601869983	0	80.8599585192573	16.490267660483	1172.9280240902	17.2120091347599	2222.79747622492	227.611073084846	28.6081590444248	1129.30541634713	563.250893140507	108.044943329606	234.532240883953	394.833199482904	227.939231997037	0	315.49696862224	89.0640690649018	1121.59501789579	717.00619520241	451.660235839654	84.5676973179184	80.4239753179349	0	392.909897125311	0	253.167946929114	0	70.1989872826533	30.5599745001576	0	84.2247365242795	600.647972299554	98.6943149255728	1122.68610651477	104.994837177076	40.3885061335788	26.5082528580112	690.67160080087	81.3035281123515	355.861249557463	26.1723555012956	419.123112751495	151.825886785462	939.84542900056	273.27205316428	796.877880879555	485.719765241827
Bacteroides ovatus	70.7585654858357	0	66.8571053498479	0	18.1392054378914	0	13.492771731809	23.5228170540921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.8657229734014	0	65.8708106278988	0	0	0	0	0	0	0	0	0	0	0	48.2001727003839	0	64.6591374016462	12.7288765160106	0	40.7937598656593	0	0	0	0	53.3326327714416	0	12.1970917602759	0	53.7450230433062	35.8703468701066	0	0	0	0	0	0	0	0	16.6456225711778	0	0	0	0	0	21.719719663368	0	0	0	0	0	0	0	0	0	13.3594747056925	0	0	13.236093170556
Bacteroides rodentium	30.0323779474122	0	44.0619835730262	0	0	0	0	10.8165501078513	0	0	0	0	0	0	16.9797057926007	0	17.2531093171838	0	0	0	0	0	30.0450111238879	0	44.0077185093481	0	37.5211568652351	0	0	0	0	0	0	0	0	0	55.3013753257996	0	266.492199753662	23.7427742410906	0	31.3889537163725	41.7253720610508	0	25.0865761420775	21.1229442923858	56.9404468013943	0	43.1829494593881	0	71.1633739509708	31.7430701471101	20.6184239383423	0	0	0	0	0	0	0	19.6078313062666	13.2711214594101	0	19.949173667624	54.2347372966945	0	116.780513837433	0	0	0	74.3121692378018	0	0	0	29.7860896660878	0	23.0665521225756	16.708889987979	44.6910574954238	40.5065269066019
Bacteroides stercoris	0	0	12.301584866281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4052503822772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides thetaiotaomicron	52.0953996962699	0	65.8961605233305	0	49.1911150273336	0	31.1933512622202	25.688202909618	16.3820760134671	0	12.653021060297	0	11.2785607882912	0	13.5732295743913	0	23.9649723309682	0	28.8767924493711	0	0	0	32.1087815713662	0	77.1324396484048	0	60.7286321154917	0	0	0	22.7330281808689	0	40.4696454547457	0	0	0	52.3612086814198	0	116.383285760478	10.3066208754201	0	41.4000531795569	44.6849401952841	0	0	32.5772917860085	52.041335874741	0	48.9753975926459	0	85.6651653162588	45.315471702578	19.5653051719831	0	22.1400869322611	0	54.4227558761524	0	0	0	30.0152486464709	14.3441839663016	0	0	41.6969730428806	14.3513237005263	42.2389052118484	0	0	0	17.8240581069488	0	0	0	28.5158297632384	0	79.1933187772523	0	52.6877672365543	27.5325187471575
Bacteroides uniformis	146.164512573209	0	102.522313649231	0	34.7605677289594	0	19.0489371619721	47.4945120048481	19.0071735583192	0	0	0	0	0	18.9685570989504	12.3731022292414	13.5297942125495	0	0	0	0	0	36.7992723438913	0	113.678124270647	0	19.4923035621975	0	0	0	0	0	0	0	0	0	104.142043510387	0	192.134257580561	20.3510147344116	0	93.0524323713354	52.3225540663896	0	0	29.2558062183025	99.4665091294623	0	52.2685884075385	12.7031912053319	92.9351759356419	92.0637821251938	23.3838241066189	0	14.3370043492285	0	23.0538361358832	0	0	0	51.1409895779321	25.4610931503554	0	0	23.1240864048704	0	56.4843204269517	0	0	0	24.5373802516527	0	0	0	33.277994554108	0	34.4423968387513	0	28.9284465968601	18.8621720212529
Bacteroides xylanisolvens	1043.0335987619	74.5189837241797	838.499594879114	50.9874687655202	984.315810725113	155.432792016296	572.724080965006	738.535658212933	153.298978365589	34.4912856778739	66.7844321382348	0	93.0584708416581	12.0240586359313	204.756484349334	114.290231194728	277.812015929905	53.1411994551611	441.94004880576	71.0881263937649	0	0	514.226761072391	51.2473738658972	1367.31949040534	21.0046480833564	726.505215503676	156.124896613191	0	0	444.281089784131	0	663.533245307109	31.0458571805935	163.987021183008	15.047143607682	925.229055688842	0	2001.25274938091	224.474803068066	71.6291170144094	1059.35463624155	554.259225617831	154.648297381484	251.881500500768	385.069832591818	658.717992807089	0	834.206263744555	218.455469535734	1833.01418469613	845.049553583036	291.057218494279	72.7051040197743	282.299407870346	24.0712159830455	421.835549211208	0	95.4196059797954	0	510.038230695007	244.587253201365	37.8978519088053	174.657589129537	512.180904245602	121.655742782406	1120.17403077524	139.399912321577	14.0784200834713	0	334.399152776279	41.5676808834918	170.534072266033	13.0532331484684	401.59269913449	97.2446746801758	864.228792777303	321.59124125348	703.891537078734	524.474484882156
Bariatricus massiliensis	0	123.923330777419	74.7951680103662	68.273503436174	0	14.4143317373882	0	23.4221475264223	0	46.7991398541421	29.3818055113734	48.0779667855266	11.3090288269145	56.8494317802741	0	44.739843336523	0	44.454914216751	0	34.1717686257152	0	0	0	31.0686678869084	0	21.2858626221121	54.7580797092137	95.6903096940103	0	71.7196639066114	15.3968174787428	24.778056258391	0	0	77.0217603974758	67.6571777938521	0	41.2396019805384	19.3395337153729	48.6268344921188	0	94.3347628205668	0	29.8771863415997	59.7953722257268	128.573326167648	55.3617491986898	58.4460803688845	0	56.9424721329666	0	137.872908973806	39.2884024032038	42.6751826240128	0	44.4072716743708	0	13.6630888332529	0	42.7553869614854	0	108.394105721997	0	55.7892943004102	0	51.1906848152049	42.3639462379663	26.4468052951716	11.2461535305791	48.5396372329174	21.3503155759414	60.646599229659	0	20.5835197171299	0	23.0761725161672	0	34.3362691777451	0	11.504041832627
Beduini massiliensis	0	0	13.8510226669183	0	20.8724982214119	13.3593494376198	0	0	0	0	0	0	82.6865852525239	91.0092090479289	0	0	12.1457804851291	0	0	0	27.6965564441751	0	0	0	0	19.4386696429078	0	0	12.7656757288273	12.8130566347366	46.9691598180263	0	0	0	21.0666274394858	0	0	0	11.1825759033895	0	0	0	34.2085207152166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.561825959138	0	0	0	72.7142179877387	0	23.5136688899785	10.6387133444199	212.426608903906	0	11.2173291874358	0	0	0	0	0	0	0	0	0	34.8144202661095	19.3631450578619
Blautia caecimuris	0	224.907053364563	156.144575429785	146.338899940722	48.2973455437485	109.476321391473	16.9546547300714	94.8369414443207	253.338568207818	157.972289981116	34.0905583123168	111.288679446051	40.564814586415	273.233572492379	85.6154077760574	71.2202560296207	28.5477863682367	31.2264257441987	19.5337234447525	179.507319746721	66.3758904211301	11.0614734644721	35.9696920328964	95.3773907802208	0	17.7577292598832	420.465744740326	405.103666622591	223.107174279168	116.198434182406	182.44792251471	25.135911786845	106.596466546396	41.4283930031811	22.0937362647325	0	0	0	22.1600698795529	23.1193963150809	41.328382775616	13.228549151527	36.069850553881	12.453066215525	12.8658163323605	32.6152458885275	154.466909383554	177.414330973675	48.3113711323668	150.371085903344	21.3580087565562	260.958025794922	130.125086333066	87.2558505716686	0	18.2444545495255	0	0	29.9277650644578	175.855223578149	0	197.80808299186	107.269701717754	66.6888998009091	49.7487811901662	53.3532479953767	624.310118230955	132.616852951336	15.82326874251	64.5679991294326	203.708840358857	26.8567824952611	20.7218336306791	10.5488167688901	16.8704692630326	77.8621684261845	0	121.401082948298	18.2338728587808	16.8915467209178
Blautia coccoides	0	97.4399568359322	0	40.8731668782303	67.0339898799669	229.239692737332	0	22.9567674059966	69.2715585929616	52.175915078073	77.7765440949763	96.0987739972899	0	23.8397834031474	15.2524678089002	77.7380972942518	68.0416428012579	52.8761075596098	0	32.9279902023174	0	0	45.360829342908	91.5477273010077	0	31.4892673048579	507.564398240174	143.003921791783	95.8115503217041	80.8644685554796	135.291387236575	111.726420983624	13.7093742994399	0	0	21.4265729768207	19.9473676764677	0	0	62.7263021089564	0	29.4623123958907	0	0	0	55.3503460247311	11.7256457753178	36.234230687594	23.2790295241962	23.646329286345	10.027934741946	69.160463504419	57.9310294031005	78.3537732634099	0	46.8418245948491	0	17.9085091901709	11.6278609400693	86.5988877160288	0	122.998387317647	73.2965716792892	49.872185301384	11.3761336448579	46.2714165198663	50.4370731988207	31.7893792147798	61.7487417898726	67.9431111290812	123.48305133385	53.0943223398043	183.410870022702	809.096071864206	0	226.827403030558	0	45.2232648300427	0	0
Blautia glucerasea	1811.99292243925	20254.8211347489	8099.58397113301	8152.81898690633	885.845201212341	5870.31245379975	1623.55077301655	26119.6205269767	5784.24334568691	11926.8217423406	3876.42409763373	9971.2318720552	1901.59145116308	9882.7995044364	854.574504119404	5146.47032189029	2767.44095755689	10929.1160913799	484.73995229954	9732.95151243862	2194.33642824325	929.167144967027	1646.70285893273	8870.7542921067	149.814462775821	4100.07276729757	13788.3187535988	21697.6613544915	7418.76758624261	3982.33912729756	17729.4972424893	5867.46825816138	4554.54358740903	1405.42689572142	2421.46601007369	7603.27636668592	3697.95977705891	9823.4160577686	783.780757945547	5366.342374586	1120.33844523083	18839.185388811	7420.92330082636	13562.9019325811	6702.50765550416	14056.1057947013	7807.78892469296	8954.82775442555	937.011372662587	9874.67514588324	2243.65568834264	31095.2985492415	9181.05718321616	13919.1871303179	2783.940849968	11126.8532512771	4903.04466411859	7129.98516298741	3320.93336195362	20997.1395077005	605.930690422085	22856.3408736152	3209.15819347986	14400.7359290261	1170.60707077641	7534.40447949741	8548.28523993445	12421.7379459949	1963.57675359187	9844.36888697528	5071.80262732623	8159.57677514642	8131.58123685925	10723.0179965202	251.72511517457	10298.34097149	513.214123332116	31050.7804376237	1280.96369276783	7529.75140799814
Blautia hansenii	507.929913457861	8117.23428510564	1719.82891127294	2903.29869947105	5471.987459967	6125.47377352709	627.403567395326	4639.04870669991	17032.7266515665	7941.291527569	1700.39986099674	3247.0784483587	185.054503168625	929.728642518468	599.744833170725	891.713121871396	2756.34290184504	1995.07619598407	2264.41275643829	11186.3489743999	127.266353381201	244.848726788886	1823.54969706563	2159.1733777243	186.59881553314	2166.56840371834	10294.72498547	10559.8946422168	1315.92483612219	1432.55774004011	10545.9632290763	2264.98239339394	163.980803603871	416.270931899887	892.879571370425	3845.02608909476	2058.8519388398	1991.87497563556	1287.67815771128	2003.33783242821	3973.56821867006	6918.86964608661	11180.0561918305	4521.91868945112	504.305274628076	3034.54768163232	7270.23310861131	1901.35742518314	2684.99334243655	3657.29695289758	1076.88559946437	3891.90189853117	13774.7337119305	6484.17705607478	650.346733247723	5116.7650190211	7598.88205198235	3086.1753695723	2892.32411566334	11828.1827708345	712.433907972773	6309.10792749853	10270.3395561536	2765.97228813642	2206.75462565764	3292.27290189494	8641.76877589402	5415.56567774639	3397.25463993796	7148.86266335528	6559.01560785765	4486.85345186824	1430.44688724493	9464.35834404449	508.618405187417	3758.45468313739	228.363754796759	4670.63345280229	1063.80347317238	2922.65632869577
Blautia hominis	0	0	0	0	0	31.5296398924941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5471838706766	0	0	0	0	0	0	0	0	0	11.5494155737097	0	11.9729880889935	33.5660723105353	0	0	0	0	0	0	12.4291534191658	0	11.541878503062	0	0	0	0	0	0	0	0	0	0	0	12.8549049629153	0	0	0	10.095569009024	0	10.8183429367556
Blautia luti	86.4451396752313	437.855002049584	269.747306862654	153.4824909833	59.1991264294219	261.974677380196	72.4556771402916	1396.25140752553	98.9371388339662	82.284823500199	78.0805453766674	298.543715519962	69.3490582112728	169.343114959977	13.6838810699776	58.3269999733137	97.5855708505217	258.189710465753	0	252.352978291876	11.3220310202123	0	41.7147436232286	179.511962849297	0	227.176738613211	393.214664822789	695.970504792542	162.023875928633	106.30336922737	593.063464221548	348.572479424306	0	0	67.1307385367843	250.702420290027	101.705996657566	238.540781609856	14.0773936660378	148.618816585496	26.9970917021109	959.466083965404	135.822930322704	768.313539197061	155.275540550263	163.092004077602	196.640125417209	211.458482559744	65.4543414658446	537.910765648091	37.3401174704178	934.211924849787	154.091008735522	311.2057780917	145.210837254208	368.759151475607	88.7895721845103	164.383810705227	135.713681028774	505.938041727389	10.3113764986263	569.881272925347	155.743014215548	641.991290538946	23.8998635320083	179.351092089	269.321854053973	365.293382130041	35.7754324036106	290.089405182831	54.052702321983	104.810066391436	27.1658877985564	51.054475888959	23.8242635492855	453.409172677481	14.4388666839296	1137.64605539501	100.605360210338	279.245012730046
Blautia marasmi	19.6305434541862	102.764912056514	29.210154251451	0	51.4897434077938	243.29010799676	26.0540011886582	220.568226330671	88.5331953626003	162.055536155158	14.2438408587426	84.8015469021411	17.3828525890071	90.5480409041121	17.8787903348059	55.2150554404587	85.0499730106526	144.259860734968	15.254106754442	160.334621479425	0	0	28.465929709779	41.9843132593716	0	29.2859463626641	345.356031253613	243.305703061538	32.6510238681981	27.6769443492189	47.7191780016123	49.1924600194428	0	15.0372754266257	0	34.9337235524739	165.239775007138	130.652813185015	25.7581587015625	98.005589439227	0	139.127456144814	84.5511906792079	76.3410882716376	48.1870915405403	274.180534901425	113.257162747915	92.2254588910854	26.0217033431299	108.079312682045	18.9935046224012	167.403541516437	191.747894677666	228.249055832616	0	26.0464295053386	0	32.8442802090925	0	56.4924503124173	12.8430221754856	326.519365438903	0	20.5119495455521	0	25.946661785753	72.4568691105091	61.0817292423147	0	104.457031679631	31.2098680220202	75.1623863071524	182.275121197567	829.453783165219	0	195.337824110926	0	235.720344461581	15.2203120213904	108.229148941911
Blautia producta	523.5473820728	7796.13541180434	2323.17380966694	3683.46247945617	2051.3569466832	3622.43607633305	525.451714104522	3143.14135286787	6635.60920146363	6145.84370016843	2766.40999140439	7068.06075912471	1503.15108088433	7944.26866867497	983.58497335144	3141.31432526194	3556.99949464873	5768.03522879179	647.852272263821	6234.03503753295	87.6102851963041	1471.78346711165	1846.57615180014	3284.99975483828	182.4048155856	3370.55890112253	5490.60352075981	7818.23249403685	10960.5861061788	5338.27264272082	15538.8632457989	6110.37977496799	331.421806030227	296.819735626302	234.108117864875	2001.11287270471	4067.76028141253	3780.57324677193	640.360006632017	1742.07567663582	1746.59888297792	6885.23690594785	5085.22672804962	2613.82735913043	1112.03878781071	6670.23961947652	2482.20000247234	1556.54535061637	2487.83701031714	4057.29631366711	1518.63366803803	7201.84477730261	9950.47924398832	7119.07571595835	619.657615161461	5105.39709964702	673.429420643924	1871.55394378024	3294.69682850048	13060.7940544721	268.867544645395	4473.69850579346	5008.47037597067	4844.37179096131	1875.42407736115	3882.66991906306	7387.79492265261	5671.39433217106	2340.87870089397	6675.16371666707	4611.81300681099	5701.62772250249	790.882558493922	3512.26317754169	345.919852593553	3276.33838899708	465.821431812716	9232.4629951221	1190.1552666025	3354.7884961828
Blautia schinkii	24.564505497729	261.821901734482	118.160007920185	130.835851596762	25.8636434146652	182.882540408039	19.1521512471078	429.963989082166	104.096999963123	320.819730140703	26.8025014341919	418.953876744276	18.3646750880897	114.439398807353	11.155315097054	69.1732876446944	47.5366762865209	233.664102244547	13.156468934293	246.834897653922	10.6358533905652	15.7372238516811	22.0373645242356	128.776705330526	0	228.924653904072	458.465636810889	427.070076293544	116.982870470787	96.7825417628004	364.059568597819	151.688421877319	125.2943329031	51.6015545942652	36.5195100981006	243.103481969797	50.8438903882044	318.333447494828	16.38487959975	172.419311637567	25.4781097384666	271.71201878199	93.1478718599322	339.222806679949	65.7384597394602	155.390942033254	149.626705471122	194.316627697661	29.6430904443597	237.861303893717	25.9077288560661	1058.67325119438	109.397244585461	205.310785697395	36.6011311981214	298.34964987151	344.730146355522	187.217476977469	72.2574313596356	490.920110160037	12.5664343997176	509.291215827911	86.6422151535578	230.130496621934	28.3916734938017	328.190755323364	102.260838334373	175.092248665443	47.6342162895289	602.275355670106	54.8897351484389	148.494996728792	43.3995103685918	108.340680703578	0	144.456081629842	0	341.628245758308	18.0272567010101	160.355753205027
Blautia sp. N6H1-15	61.7351392708157	1014.21011808314	260.962918311811	641.312982170452	227.635598061519	351.319862258173	57.268445756321	201.763465958444	863.553872569005	1043.01831785173	476.9589304648	817.056091646017	247.672118740371	1865.17660160151	135.044981380002	373.854638344795	525.786048883896	828.951499800143	91.7648639429759	599.81896636247	15.1743616084848	238.859891295932	196.208514365459	352.009123974168	34.5663118890334	1001.05366681169	688.448652541872	909.103249043004	1767.0809515805	703.633019632033	1522.11353465429	637.117017851265	30.5153194321262	26.4751926248677	53.4377628956348	344.306077426775	590.64454151036	831.494092756593	79.7602428754834	214.329481015498	429.448841044386	843.173582297482	942.028656476919	332.056900707453	131.110875912427	999.659378636565	316.089689535989	218.379253311605	408.521524280941	509.743628037614	162.299938208977	861.856816692273	1375.14197015995	839.09890335533	66.6530692753183	850.065696384018	147.268683634702	340.015540231959	986.504036982028	2248.80769495892	54.7624868631873	405.319291164857	721.370704896968	607.062460592252	341.318857897292	597.57660156436	1148.91965395986	862.006969104799	369.993533265215	951.20950557332	510.071554308176	561.332030577188	27.0308980918937	233.143628162456	29.2815585883241	304.11661982995	83.9906399744418	773.841514270485	204.500300681818	517.535411012512
