feature	metadata	value	coef	stderr	pval	name	qval	N	N.not.zero	heatmap_value	is.significant	sign	level
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Ihubacter	source	Homo_sapiens	-0.943746897563338	0.090886503830997	2.34388338124841e-10	sourceHomo_sapiens	6.18141793682179e-10	27	27	-9.20891189198182	TRUE	-	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Niveispirillum	source	Homo_sapiens	2.86787920732828	0.283626714437218	3.95697414158485e-10	sourceHomo_sapiens	1.03846443325495e-09	27	12	8.98360837318341	TRUE	+	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Solobacterium	source	Canis_lupus	1.89797304234737	0.18859715094234	4.34212008696567e-10	sourceCanis_lupus	1.13401000329492e-09	27	9	8.9453831144408	TRUE	+	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Anaerorhabdus	source	Canis_lupus	2.15683277515479	0.214662755743196	4.48028906001893e-10	sourceCanis_lupus	1.16305259149137e-09	27	9	8.93440064668334	TRUE	+	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Kiloniellales.Kiloniellaceae.Kiloniella	source	Homo_sapiens	-3.79666479986316	0.377940083312403	4.4965602050224e-10	sourceHomo_sapiens	1.16305259149137e-09	27	19	-8.93440064668334	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus	source	Homo_sapiens	-0.810263550792289	0.0814548985102235	5.44840201518039e-10	sourceHomo_sapiens	1.40250731299859e-09	27	27	-8.85309486555369	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Massilistercora	source	Canis_lupus	-2.85515959187937	0.290148596615234	6.72484786185244e-10	sourceCanis_lupus	1.72284197603648e-09	27	24	-8.76375455544964	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Caecibacterium	source	Homo_sapiens	-1.24382588930645	0.126769700956832	7.11610137167625e-10	sourceHomo_sapiens	1.81443722178285e-09	27	27	-8.74125805347883	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Hungatella	source	Canis_lupus	-0.385480948889115	0.0397174728183595	8.78286357651245e-10	sourceCanis_lupus	2.22885877554891e-09	27	27	-8.65191744831782	TRUE	-	genus
Bacteria.Tenericutes.Mollicutes.Anaeroplasmatales.Anaeroplasmataceae.Anaeroplasma	source	Canis_lupus	2.01974606921065	0.208352593078127	8.98963768098526e-10	sourceCanis_lupus	2.27062209970426e-09	27	9	8.64385513952296	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Negativibacillus	source	Canis_lupus	0.972798208491822	0.100772952888773	9.74598464320053e-10	sourceCanis_lupus	2.45015875609434e-09	27	27	8.6108057749571	TRUE	+	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Holdemanella	source	Canis_lupus	2.23386368555587	0.232132338324739	1.03508147171597e-09	sourceCanis_lupus	2.59011084550322e-09	27	9	8.58668164960203	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Caecibacterium	source	Canis_lupus	-1.20633929122477	0.126769700956832	1.28364007628468e-09	sourceCanis_lupus	3.1972146344498e-09	27	27	-8.49522820782331	TRUE	-	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Allobaculum	source	Canis_lupus	1.99211693505487	0.20980717264328	1.33912503571004e-09	sourceCanis_lupus	3.32004271526269e-09	27	9	8.47885632868044	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Beduini	source	Canis_lupus	2.4637192821191	0.25997771602298	1.38958485420343e-09	sourceCanis_lupus	3.42934243835525e-09	27	9	8.46478914607122	TRUE	+	genus
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Duodenibacillus	source	Canis_lupus	-1.86722394947657	0.19726107949178	1.42052763279811e-09	sourceCanis_lupus	3.47383575656993e-09	27	9	-8.45919071890607	TRUE	-	genus
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Duodenibacillus	source	Homo_sapiens	-1.86722394947658	0.19726107949178	1.4205276327981e-09	sourceHomo_sapiens	3.47383575656993e-09	27	9	-8.45919071890607	TRUE	-	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae.Barnesiella	source	Canis_lupus	-1.91417988920889	0.202827856811014	1.50414414501737e-09	sourceCanis_lupus	3.66167217203324e-09	27	18	-8.43632054049585	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Casaltella	source	Homo_sapiens	3.37596018591323	0.360137074431561	1.71036040084032e-09	sourceHomo_sapiens	4.14031107186816e-09	27	17	8.38296702802871	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ercella	source	Canis_lupus	-2.66182272989846	0.284005481072305	1.71615124354386e-09	sourceCanis_lupus	4.14031107186816e-09	27	16	-8.38296702802871	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.unassigned	source	Homo_sapiens	2.83099869562061	0.303917059614576	1.92885063736277e-09	sourceHomo_sapiens	4.6326859058088e-09	27	14	8.33416714378523	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Oxobacter	source	Canis_lupus	-1.06491055345505	0.116049937501692	2.56271536111962e-09	sourceCanis_lupus	6.10062329328478e-09	27	8	-8.21462579138177	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Oxobacter	source	Homo_sapiens	-1.06491055345505	0.116049937501692	2.56271536111963e-09	sourceHomo_sapiens	6.10062329328478e-09	27	8	-8.21462579138177	TRUE	-	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides	source	Homo_sapiens	1.83817071496666	0.202304865279844	3.08667919940507e-09	sourceHomo_sapiens	7.31556567964726e-09	27	27	8.13575208620979	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Peptococcus	source	Homo_sapiens	-1.33764096519739	0.14765245515016	3.26249634114481e-09	sourceHomo_sapiens	7.69834662954346e-09	27	18	-8.11360253804413	TRUE	-	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Butyricimonas	source	Canis_lupus	-1.88725641426476	0.214524938023963	5.64048655630721e-09	sourceCanis_lupus	1.32514487654728e-08	27	18	-7.87773663822115	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Acutalibacter	source	Homo_sapiens	1.8417334065761	0.21045501651748	6.21765423363305e-09	sourceHomo_sapiens	1.4543904250846e-08	27	17	7.83731899327132	TRUE	+	genus
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Allisonella	source	Canis_lupus	1.16247320553379	0.133803054649846	7.10855788389365e-09	sourceCanis_lupus	1.65558620845662e-08	27	8	7.7810482000631	TRUE	+	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes	source	Homo_sapiens	2.01707834615339	0.232623246128704	7.36865010435957e-09	sourceHomo_sapiens	1.70876455006269e-08	27	20	7.76731777440801	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Caloranaerobacter	source	Canis_lupus	-1.28111987978531	0.149520875209505	9.17334131397099e-09	sourceCanis_lupus	2.10908445594718e-08	27	8	-7.67590602907159	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Caloranaerobacter	source	Homo_sapiens	-1.28111987978531	0.149520875209505	9.17334131397096e-09	sourceHomo_sapiens	2.10908445594718e-08	27	8	-7.67590602907159	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Phocea	source	Canis_lupus	-0.766497746771756	0.089985245041412	1.02122813217087e-08	sourceCanis_lupus	2.33796057492736e-08	27	27	-7.63116281662835	TRUE	-	genus
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella	source	Homo_sapiens	-2.36220603808476	0.279562671355574	1.18283830322566e-08	sourceHomo_sapiens	2.69647036921783e-08	27	18	-7.56920434769397	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Saccharofermentans	source	Canis_lupus	-1.24794732971518	0.149093673528313	1.40397735937595e-08	sourceCanis_lupus	3.17369671993393e-08	27	8	-7.49843457699902	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Saccharofermentans	source	Homo_sapiens	-1.24794732971518	0.149093673528313	1.40397735937598e-08	sourceHomo_sapiens	3.17369671993393e-08	27	8	-7.49843457699902	TRUE	-	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelatoclostridium	source	Canis_lupus	2.40728354293485	0.290082815646456	1.63979205686211e-08	sourceCanis_lupus	3.69124739159755e-08	27	27	7.43282684691889	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Pseudobutyrivibrio	source	Canis_lupus	-2.25183725269281	0.272561244354537	1.77661060337053e-08	sourceCanis_lupus	3.98256876922228e-08	27	18	-7.39983671625856	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales..	source	Homo_sapiens	1.00931985145441	0.122272293899756	1.80420586958733e-08	sourceHomo_sapiens	4.02764629808291e-08	27	27	7.39494867554036	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Anaerobacterium	source	Homo_sapiens	-2.2542635290254	0.278580257692772	2.57636623007463e-08	sourceHomo_sapiens	5.72762409826508e-08	27	15	-7.24202549234234	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Massilistercora	source	Homo_sapiens	-2.31735666980868	0.290148596615234	3.24962247614983e-08	sourceHomo_sapiens	7.19463741633173e-08	27	24	-7.14299108804485	TRUE	-	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides	source	Canis_lupus	-1.60181167150848	0.202304865279844	3.78709980517902e-08	sourceCanis_lupus	8.35024465240291e-08	27	27	-7.07830080000957	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalicatena	source	Canis_lupus	-0.318242329625314	0.0406336433647914	4.58554061454379e-08	sourceCanis_lupus	1.00694728596921e-07	27	27	-6.99699326431423	TRUE	-	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Aestuariispira	source	Homo_sapiens	2.34460327311143	0.299986378835914	4.75566288505915e-08	sourceHomo_sapiens	1.04005960656985e-07	27	15	6.98294177025645	TRUE	+	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Methylocystaceae.Terasakiella	source	Homo_sapiens	1.47665731657945	0.192648627390931	6.67185565680917e-08	sourceHomo_sapiens	1.45322200136167e-07	27	8	6.83766803566644	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Phocea	source	Homo_sapiens	-0.687777041078137	0.089985245041412	7.00870200266122e-08	sourceHomo_sapiens	1.52043616025473e-07	27	27	-6.81803181019999	TRUE	-	genus
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae.Slackia	source	Canis_lupus	2.61812659192864	0.350953885731686	1.06265747685478e-07	sourceCanis_lupus	2.29602298211996e-07	27	9	6.63902376916695	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Hydrogenoanaerobacterium	source	Homo_sapiens	-0.888190414913222	0.119298381935288	1.0994935163598e-07	sourceHomo_sapiens	2.3566833139505e-07	27	27	-6.62769877311599	TRUE	-	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Longibaculum	source	Canis_lupus	-3.43263191909316	0.461000243606836	1.09714538051964e-07	sourceCanis_lupus	2.3566833139505e-07	27	19	-6.62769877311599	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Acutalibacter	source	Canis_lupus	-1.5660407876025	0.21045501651748	1.10934884309241e-07	sourceCanis_lupus	2.36837173644331e-07	27	17	-6.62555013032097	TRUE	-	genus
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae.Adlercreutzia	source	Canis_lupus	-2.37506399794074	0.319382800052413	1.12158236591076e-07	sourceCanis_lupus	2.38502495201577e-07	27	20	-6.62250707303222	TRUE	-	genus
Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae.Succinivibrio	source	Canis_lupus	2.41676782807423	0.326448021121243	1.21013448636471e-07	sourceCanis_lupus	2.5631982427725e-07	27	9	6.5912178033309	TRUE	+	genus
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus	source	Homo_sapiens	-0.929344368158309	0.126454143281534	1.36968218883403e-07	sourceHomo_sapiens	2.88976085330473e-07	27	27	-6.5391380964779	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Mediterraneibacter	source	Canis_lupus	-0.530142555404365	0.0748717584135377	2.55127322501579e-07	sourceCanis_lupus	5.36166013694725e-07	27	27	-6.27070071838864	TRUE	-	genus
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Mailhella	source	Homo_sapiens	3.15253537840496	0.448945335210113	2.92557824653402e-07	sourceHomo_sapiens	6.12436224371713e-07	27	13	6.21293912956836	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Flintibacter	source	Homo_sapiens	-0.557580692148935	0.0808177963657588	3.90402076295732e-07	sourceHomo_sapiens	8.14094252120557e-07	27	27	-6.08932531156504	TRUE	-	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned.Phocaeicola	source	Homo_sapiens	1.46049627723089	0.21743703580486	6.01172533681987e-07	sourceHomo_sapiens	1.24876765683749e-06	27	27	5.90351835805495	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Lactonifactor	source	Canis_lupus	-1.59647968383916	0.251416111179778	1.45039422783368e-06	sourceCanis_lupus	3.00120036374816e-06	27	24	-5.52270500958499	TRUE	-	genus
Bacteria.Firmicutes.unassigned.unassigned.unassigned.Hydrogenispora	source	Canis_lupus	-1.14831726586832	0.186327244794349	2.2857743280392e-06	sourceCanis_lupus	4.69368926902706e-06	27	7	-5.32848566488948	TRUE	-	genus
Bacteria.Firmicutes.unassigned.unassigned.unassigned.Hydrogenispora	source	Homo_sapiens	-1.14831726586832	0.186327244794349	2.28577432803919e-06	sourceHomo_sapiens	4.69368926902706e-06	27	7	-5.32848566488948	TRUE	-	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Turicibacter	source	Homo_sapiens	-1.49192859133723	0.244625172486948	2.67349655502817e-06	sourceHomo_sapiens	5.46897774374583e-06	27	18	-5.26209384400295	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Caproiciproducens	source	Homo_sapiens	-1.07312288902939	0.176687999428922	2.84438418172947e-06	sourceHomo_sapiens	5.78507161388656e-06	27	26	-5.23769126051115	TRUE	-	genus
Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.Victivallaceae.Victivallis	source	Canis_lupus	-1.09237562772823	0.179925262326904	2.86027704329707e-06	sourceCanis_lupus	5.78507161388656e-06	27	7	-5.23769126051115	TRUE	-	genus
Bacteria.Lentisphaerae.Lentisphaeria.Victivallales.Victivallaceae.Victivallis	source	Homo_sapiens	-1.09237562772823	0.179925262326904	2.86027704329707e-06	sourceHomo_sapiens	5.78507161388656e-06	27	7	-5.23769126051115	TRUE	-	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Sneathiellales.Sneathiellaceae.Sneathiella	source	Homo_sapiens	1.24483890375355	0.208331358211383	3.62093057086522e-06	sourceHomo_sapiens	7.29610729260483e-06	27	7	5.13690878813309	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Thermoclostridium	source	Canis_lupus	-1.08720707437977	0.182120648082338	3.67097187808061e-06	sourceCanis_lupus	7.34194375616122e-06	27	7	-5.13418894678414	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Thermoclostridium	source	Homo_sapiens	-1.08720707437977	0.182120648082338	3.67097187808056e-06	sourceHomo_sapiens	7.34194375616122e-06	27	7	-5.13418894678414	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Bariatricus	source	Canis_lupus	-0.644628714394635	0.109890973395932	4.74044065837036e-06	sourceCanis_lupus	9.42813270249699e-06	27	27	-5.02557431333942	TRUE	-	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Liberibacter	source	Homo_sapiens	1.39257404275425	0.237424440493879	4.74911517170387e-06	sourceHomo_sapiens	9.42813270249699e-06	27	7	5.02557431333942	TRUE	+	genus
Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio	source	Canis_lupus	-3.07997971474237	0.52574328686843	4.83204846142652e-06	sourceCanis_lupus	9.55750761855687e-06	27	20	-5.01965534712051	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes	source	Homo_sapiens	-0.685034034144703	0.119642454580339	6.71357837620282e-06	sourceHomo_sapiens	1.32304218549345e-05	27	27	-4.87842630801587	TRUE	-	genus
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.Pyramidobacter	source	Canis_lupus	-1.43237293779701	0.252035524070992	7.46125634505193e-06	sourceCanis_lupus	1.45969305950471e-05	27	7	-4.83573845693999	TRUE	-	genus
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.Pyramidobacter	source	Homo_sapiens	-1.43237293779701	0.252035524070992	7.46125634505195e-06	sourceHomo_sapiens	1.45969305950471e-05	27	7	-4.83573845693999	TRUE	-	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Odoribacteraceae.Odoribacter	source	Homo_sapiens	-1.40557327498836	0.247766190801858	7.65380923976094e-06	sourceHomo_sapiens	1.49193817789543e-05	27	23	-4.82624917254374	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Oribacterium	source	Canis_lupus	-2.03512749316714	0.365504060546583	9.94466943584918e-06	sourceCanis_lupus	1.92454394118233e-05	27	7	-4.71567216864569	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Oribacterium	source	Homo_sapiens	-2.03512749316714	0.365504060546583	9.94466943584923e-06	sourceHomo_sapiens	1.92454394118233e-05	27	7	-4.71567216864569	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Lactonifactor	source	Homo_sapiens	1.39120997273419	0.251416111179778	1.08405963443109e-05	sourceHomo_sapiens	2.09040890080261e-05	27	24	4.67976875408382	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Frisingicoccus	source	Canis_lupus	0.28665548379214	0.051992942488823	1.14009115934782e-05	sourceCanis_lupus	2.19060372760403e-05	27	27	4.65943617765609	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Drancourtella	source	Canis_lupus	-1.6076318594126	0.29273725206463	1.20353598532439e-05	sourceCanis_lupus	2.30427886158192e-05	27	20	-4.63746496417341	TRUE	-	genus
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Parasutterella	source	Homo_sapiens	2.01110879746273	0.400009504792667	3.87559218455021e-05	sourceHomo_sapiens	7.39386026697878e-05	27	27	4.13112876120861	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium	source	Homo_sapiens	-1.50653837842636	0.310882208530931	6.14387451842516e-05	sourceHomo_sapiens	0.000116798745261934	27	26	-3.93256182270945	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea	source	Homo_sapiens	0.778233149986679	0.163035611156417	7.38874350739312e-05	sourceHomo_sapiens	0.000139969859400616	27	27	3.85396547364503	TRUE	+	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Holdemania	source	Canis_lupus	-1.34453727179913	0.283096911773603	7.85363925705548e-05	sourceCanis_lupus	0.00014825466387003	27	16	-3.82899163549383	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruthenibacterium	source	Homo_sapiens	-0.322461057857375	0.0679854352371706	7.98040573195404e-05	sourceHomo_sapiens	0.000150120919013681	27	27	-3.82355878557691	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Muricomes	source	Canis_lupus	0.820342852812847	0.173509221923752	8.29360076305778e-05	sourceCanis_lupus	0.000155468892352791	27	6	3.80835649558266	TRUE	+	genus
Bacteria.Firmicutes.Tissierellia.Tissierellales.Gottschalkiaceae.Gottschalkia	source	Canis_lupus	-2.01494711024991	0.434222761817784	0.000103632794455071	sourceCanis_lupus	0.000193591817419543	27	7	-3.71311300304333	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Geosporobacter	source	Canis_lupus	-1.01201447844832	0.218841711065335	0.000107921644767728	sourceCanis_lupus	0.000200213258224268	27	6	-3.69850716670192	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Geosporobacter	source	Homo_sapiens	-1.01201447844832	0.218841711065335	0.000107921644767728	sourceHomo_sapiens	0.000200213258224268	27	6	-3.69850716670192	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacterales.Family.IV..Incertae.Sedis.Mahella	source	Canis_lupus	-0.974175558380496	0.211786154131342	0.000114893412252389	sourceCanis_lupus	0.000211687177369129	27	6	-3.67430544791582	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Thermoanaerobacterales.Thermoanaerobacterales.Family.IV..Incertae.Sedis.Mahella	source	Homo_sapiens	-0.974175558380496	0.211786154131342	0.000114893412252389	sourceHomo_sapiens	0.000211687177369129	27	6	-3.67430544791582	TRUE	-	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Rhizobium	source	Canis_lupus	-0.948234066940351	0.206337302213527	0.000116143755975897	sourceCanis_lupus	0.000212535172500112	27	6	-3.672569188161	TRUE	-	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Rhizobiaceae.Rhizobium	source	Homo_sapiens	-0.948234066940351	0.206337302213528	0.000116143755975897	sourceHomo_sapiens	0.000212535172500112	27	6	-3.672569188161	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Anaerobacterium	source	Canis_lupus	-1.27889751555643	0.278580257692772	0.000117566241177015	sourceCanis_lupus	0.000214408941536387	27	15	-3.6687571071372	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Caldicoprobacteraceae.Caldicoprobacter	source	Canis_lupus	-0.862041189869535	0.188707963311514	0.000124539030250606	sourceCanis_lupus	0.000225595953787293	27	6	-3.64666869397775	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Caldicoprobacteraceae.Caldicoprobacter	source	Homo_sapiens	-0.862041189869535	0.188707963311514	0.000124539030250606	sourceHomo_sapiens	0.000225595953787293	27	6	-3.64666869397775	TRUE	-	genus
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Turicibacter	source	Canis_lupus	1.10943624882748	0.244625172486948	0.000135403674453492	sourceCanis_lupus	0.000244453613610667	27	18	3.61180353843871	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia	source	Canis_lupus	1.10573903335046	0.244507086791261	0.000139932607817379	sourceCanis_lupus	0.000251785093664715	27	24	3.59896998483494	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerotaenia	source	Canis_lupus	0.361659090200693	0.0802768909880752	0.000146182386446097	sourceCanis_lupus	0.000262153746360001	27	18	3.58144393153466	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Tepidibaculum	source	Canis_lupus	-1.71233014994577	0.384554221603299	0.000167020086686853	sourceCanis_lupus	0.000298527596802415	27	17	-3.52501551517107	TRUE	-	genus
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Parasutterella	source	Canis_lupus	1.76119885189429	0.400009504792667	0.000189610899902414	sourceCanis_lupus	0.000337783656117546	27	27	3.47136136787834	TRUE	+	genus
Bacteria.Firmicutes.Tissierellia.Tissierellales.Gottschalkiaceae.Gottschalkia	source	Homo_sapiens	-1.9038359991388	0.434222761817784	0.000198706442032434	sourceHomo_sapiens	0.000352818699054288	27	7	-3.45244840573724	TRUE	-	genus
Bacteria.Actinobacteria.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Raineyella	source	Canis_lupus	1.12628778347586	0.258887954026111	0.000216640568008581	sourceCanis_lupus	0.000383396794699397	27	6	3.41635152226177	TRUE	+	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhizobiales.Aurantimonadaceae.Martelella	source	Homo_sapiens	1.20983496624783	0.281811099395379	0.000250675526507935	sourceHomo_sapiens	0.000442175191020553	27	6	3.35440562789283	TRUE	+	genus
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Barnesiellaceae.Coprobacter	source	Canis_lupus	-1.12894004654841	0.282880229461091	0.000539194719920612	sourceCanis_lupus	0.000947995945481336	27	15	-3.02319352010798	TRUE	-	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Mediterraneibacter	source	Homo_sapiens	-0.296850010154454	0.0748717584135377	0.000575925762973079	sourceHomo_sapiens	0.00100927706996585	27	27	-2.9959895934865	TRUE	-	genus
Bacteria.Actinobacteria.Coriobacteriia.Eggerthellales.Eggerthellaceae.Enterorhabdus	source	Canis_lupus	1.18526989091757	0.30003158325379	0.000597084414785519	sourceCanis_lupus	0.00104295914011237	27	6	2.98173270554406	TRUE	+	genus
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Mageeibacillus	source	Canis_lupus	1.34662023332612	0.341320132280492	0.000604900655791724	sourceCanis_lupus	0.0010531927275597	27	10	2.97749214841861	TRUE	+	genus
Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae.Aestuariispira	source	Canis_lupus	-1.1708942422247	0.299986378835914	0.000672759662067516	sourceCanis_lupus	0.00116756354255588	27	15	-2.93271947441886	TRUE	-	genus
Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae.Anaerobiospirillum	source	Canis_lupus	1.88029614740795	0.49177910996396	0.0008221545533495	sourceCanis_lupus	0.00142224806978145	27	6	2.847024646967	TRUE	+	genus
