superkingdom	phylum	class	order	family	genus	species	Gram.Stain	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323	PRMT_CO1_canis_ONT_20240807_bc01	PRMT_CO2_canis_ONT_20240807_bc02	PRMT_CO3_canis_ONT_20240807_bc03	PRMT_CP1_canis_PB_20240807_bc31	PRMT_CP2_canis_PB_20240807_bc32	PRMT_CP3_canis_PB_20240807_bc33	PRMT_LM1_canis_MONT_20240807_bc16	PRMT_LM2_canis_MONT_20240807_bc17	PRMT_LM3_canis_MONT_20240807_bc18	PRMT_HM1_human_MONT_20240807_bc28	PRMT_HM2_human_MONT_20240807_bc29	PRMT_HM3_human_MONT_20240807_bc30	PRMT_HO1_human_ONT_20240807_bc13	PRMT_HO2_human_ONT_20240807_bc14	PRMT_HO3_human_ONT_20240807_bc15	PRMT_HP1_human_PB_20240807_bc43	PRMT_HP2_human_PB_20240807_bc44	PRMT_HP3_human_PB_20240807_bc45
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	positive	0	0	0	0	0	0	0	0	0	66.4182791537625	61.2197177033149	0	0	0	0	0	0	46.7522480670716	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	positive	1247.79055415433	849.022806799873	1117.49185825667	636.387665203301	896.691948870735	1164.41489104066	973.993321643913	228.519790532974	734.408994063523	274566.192201106	208091.221771766	180746.531407	211376.792542413	431634.675976224	214150.989785843	170852.500377786	510235.370801853	371910.151040085	1176.14036603506	504.418537831479	1149.2256878882	1460.85901043409	1036.77436277042	1011.38005341612	864.776695335051	372.467142882172	1127.9837800152
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	positive	0	0	0	0	0	0	0	0	0	0	57.6253303761093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus danieliae	positive	0	0	0	0	0	0	0	0	0	55.4681209931188	0	46.9971701697737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi	positive	0	0	0	0	0	0	0	0	0	72.1942987316408	49.0123346165375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	positive	139.23208281581	112.199564272065	118.277933452399	0	99.2332925858838	213.844651004179	76.582294302184	0	94.2062626457228	5378.27538528603	3752.06632052356	3201.16983859185	3341.39010647376	7301.73296023355	4036.66873774397	2797.00871779904	8680.28475144234	5952.68431933643	158.7062923973	115.432241323485	200.133814959428	339.820532283166	112.827241711844	176.155859496518	120.006109835621	136.170783419292	128.981618669131
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	positive	0	0	0	0	0	0	0	0	0	264.446387662642	207.043062292092	213.604988552176	268.616413403779	536.959888049269	243.594915580768	206.607150484326	529.581902914278	357.97342868606	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	positive	50.322060835733	0	0	65.2932505150209	0	68.5700192137956	0	0	0	121.528480584623	56.9630286978775	85.861251753007	0	152.568855459941	0	60.8804307641179	198.928174760278	149.790230886163	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus himalayensis	positive	0	0	0	0	0	0	0	0	0	2444.35286043976	1996.8094939769	1683.33938148352	1743.78759647385	3111.11213993546	1620.35483815196	1599.09253808759	4403.92957304291	3136.2544872133	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	positive	0	0	0	0	0	0	0	0	0	1637.02102782495	1518.26899839988	1356.66368683804	989.293467770329	2936.69856350114	925.725804747355	1463.88180272234	3388.19275776452	1838.48623133213	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	positive	0	0	0	0	0	0	0	0	0	7416.76491451365	5852.91833427784	5349.21593752948	6465.15565961587	12475.5721315739	6457.36767339504	4797.78106243286	15030.334516862	11721.5622721906	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	positive	0	0	0	0	0	83.5312779576216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	positive	0	0	62.5939770225119	58.5375680885211	73.3320219681871	71.8165129015157	0	0	43.910926147417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus	positive	0	0	0	0	0	0	0	0	0	449.712973288022	347.212788479414	386.694629808285	82.346727223194	351.053531695811	118.384773406017	107.478083805858	374.609675802198	211.089636204112	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	positive	0	0	0	0	0	0	0	0	0	285.037594822759	198.471125739632	167.027203800812	117.256774013214	374.783776671744	142.653680249855	107.973433008375	456.177726156403	279.112005541804	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	positive	0	0	0	0	0	0	0	0	0	93.8233080969884	79.8623118057572	84.5921810715251	100.759750305213	239.398126086004	73.1086932667945	71.5444763466977	227.786202328259	115.788546520696	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	positive	866.987793768239	1092.50248061752	673.176345372998	1414.44155904034	1929.0602440065	2141.85714312288	461.294501963682	475.273235424871	487.367711160712	0	0	0	0	0	0	0	0	0	96.7729802129449	49.7072204532944	0	189.973733189316	93.9836915857585	134.171904692431	0	0	40.0574259161057
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	positive	0	0	0	0	0	0	0	0	0	124.729690873562	0	86.6626849920922	55.4414986456907	178.291765501546	85.8569237241164	58.3164123155354	162.523231233714	205.99549876226	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. A12	positive	116.27804524865	229.866906272033	154.123114017058	165.876657638501	219.539803584697	162.648884439958	135.141187038334	92.0884571481908	98.1395171713377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. LPB0220	positive	74.3832351695487	68.4021401209608	0	79.5170876625561	68.8882073711632	65.6507067844244	0	0	42.0010442606767	0	0	0	0	0	0	0	0	0	0	0	0	91.089027623354	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	positive	146.383687390826	280.658515903524	169.138532844718	338.807153068133	505.05377214649	469.794032708346	127.405444620303	97.8348537728731	124.08857798606	0	0	0	0	0	0	0	0	0	140.357108769663	83.0745555738934	71.8120766724793	351.953349693373	153.454332635075	177.923310160715	76.2266198117276	0	95.0906914805442
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus urinalis	positive	0	0	0	0	0	0	0	0	0	116.241679587082	90.7331028425115	0	0	0	49.9940625926254	46.3745136431931	0	43.7609491998029	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus viridans	positive	144.750604737593	207.06754443243	47.6380771935052	147.208921077392	166.680471973082	248.35565262803	65.2457578221785	60.2060001211397	71.572947734515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	positive	60.3540136296864	62.014510485958	73.4928843909621	88.5409767770944	101.038201361811	117.14120566575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	Catabacter hongkongensis	positive	1493.33100564331	1772.6076356995	1426.36926440314	2957.84770094986	3613.00104478513	3857.03084887791	876.364166024419	857.928784832353	855.575405289472	0	0	0	0	0	0	0	0	0	167.191109978838	108.664866026565	165.595220016578	250.234246720783	112.291341922934	111.874278047536	109.304988202054	73.3507233459893	198.625808392649
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella massiliensis	positive	6935.50502227559	8627.78712269468	5448.92771001076	11020.1201505027	14969.4458846316	16473.926503497	3966.45435616012	3549.82575526124	4019.45709559241	0	0	0	0	0	0	0	60.0253349559298	0	490.244776172033	291.614123891987	303.410452917611	534.494248232634	232.167500185354	440.961738054381	240.396090442976	211.723746319284	377.948580276104
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella minuta	positive	2234.65114280865	2567.953293094	1680.61407829534	3565.46872804071	4847.91086371889	4812.79228022127	1154.20219847364	1204.9446826227	1146.00642453757	0	0	0	0	0	0	0	0	0	305.669629081802	257.424609035467	169.627816737274	705.672979735965	222.580880146851	337.365242760035	233.412575586203	171.476662270093	265.666081055962
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella sp. Marseille-P3954	positive	6692.0542462207	8205.33720000178	5657.72845480574	11282.7252041795	13741.5172309471	15756.5876195663	3917.85456493827	3480.12444279914	3874.16449846627	464.769327761945	248.446599866085	272.595704937349	324.592483773348	536.794880463661	324.715318356377	252.532544225415	581.827895952689	610.760750479135	0	0	0	103.309224820429	68.5371988522302	48.024720215154	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella timonensis	positive	599.969875081	871.281917601833	484.469653535659	826.964076751767	969.81982867644	859.119361799443	380.696278465694	308.563610013674	413.688607589408	0	0	0	0	0	0	0	0	0	0	68.6350382151495	108.813467069811	166.564143607234	89.6602821754214	135.232660356378	65.1133992661052	0	101.431603559503
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus crotonatoxidans	positive	433.28564503593	666.746152227924	384.58854340586	725.015307591465	1074.76596249175	988.233714168337	337.045688098798	255.777101623936	303.957275087364	103.039385032912	0	88.1816605031052	67.5726078959669	164.604906189919	111.49879196544	0	168.195896963196	142.066147407604	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Beduini	Beduini massiliensis	positive	0	0	0	0	0	0	0	0	0	272.940073166741	156.286540999814	216.803572346884	100.184426763555	259.083421401806	149.586978303273	40.0941546195999	132.055010150923	76.2035041540144	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus faecihominis	positive	2075.86598359581	2212.05516255008	1513.82355207232	2556.99646969352	3448.67014475229	4211.65963734921	997.418036562449	1048.73320377561	1068.50303107699	57.8092786544465	83.941866986178	0	74.3725260913658	88.9913185503909	84.3489210762504	89.0462412991539	80.4623425843074	118.076166817639	621.582751132028	454.331736387512	425.282947419396	1527.61370837967	505.513147027419	952.889157759816	423.807550910043	263.538164702801	665.007421388557
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus pullicaecorum	positive	192.478579603225	237.823508971506	143.0925420916	242.039930819419	299.250593463661	360.654122480662	105.369245324894	106.746562148221	107.585235821245	1798.97165283048	1251.66553600919	1370.82129353876	1480.93519845097	2894.0186534676	1851.17702601469	1357.5102352478	3272.83619974517	3469.77495634306	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	Caloramator fervidus	positive	81.241287693339	91.1379722285713	0	62.9977697249704	105.747017054123	91.7268642923233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	Caloramator sp. E03	positive	0	0	0	0	0	101.536549912249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter azorensis	positive	115.865980349297	128.035933542373	80.0730932271309	189.057075707328	315.191687778188	242.535510719933	51.6848348827069	76.1483334967579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus Arthromitus	Candidatus Arthromitus sp. SFB-rat-Yit	positive	0	0	0	0	0	0	0	0	0	136.225348114137	76.1377664848785	48.0874706406415	84.1534315738858	152.161190514875	100.150448381178	84.1769747056738	228.223874268593	164.18395433533	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium baratii	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9895972873116	0	0	73.1504078295457	47.0412843807781	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	positive	88.9442270661905	79.2239757630457	65.8271560604493	180.133850684373	190.860992824031	232.445161239998	58.3506006265697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium bornimense	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	56.0593859791646	0	0	44.0432038062196	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	positive	78.7842647206067	54.9073676672479	75.3795265132554	146.372947230485	229.816429333862	245.472358021505	70.0399960860637	72.9722017794625	0	0	0	0	0	73.089582124661	0	0	92.0839588072196	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium chartatabidum	positive	532.312094612838	736.976162338101	424.112111450765	878.048035663191	1206.11188342863	1249.88957979316	321.750753997725	397.422595712068	365.707311628295	0	272.493058998513	0	0	423.84008507137	0	0	504.536094163989	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium disporicum	positive	254.64908302392	282.569327017255	182.01725744555	411.983400069061	450.099538359071	502.932456609422	143.193915848923	104.611896066604	127.083992855596	103.982603413417	65.2609498815729	67.0454171966528	61.5958278878738	118.221706919183	100.894153331085	60.9813256792326	138.271592572991	121.995359613891	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium grantii	positive	0	0	0	56.8435590185855	50.1036912031724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.3813891546917	0	78.0558461067921	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium jeddahense	positive	66.3298428979012	125.644791908779	97.8265467200218	246.778469600238	287.783937217741	319.241579007183	69.2391804128509	53.0642061776076	63.0529518991821	0	0	0	0	0	0	0	0	0	175.101525654049	167.86395753484	109.939324025444	515.149942893195	285.829120704129	373.92316582765	78.0724137128931	97.7234256945697	159.494235451705
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium merdae	positive	607.544561502373	643.115883600166	350.998474141224	1055.8556007894	1184.09311316893	1323.76654567424	311.071472930351	317.069782055123	298.509088994528	81.5112112080708	0	59.5993561483419	0	75.8363147527444	58.6787312707261	0	104.422352737425	102.825611510123	143.851373983623	115.295318014626	60.1190909087861	443.628781167046	171.395682137823	197.162225488298	106.307419923847	79.0937243180486	140.520984021023
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium moniliforme	positive	0	0	0	0	0	0	0	0	0	88.1458152117694	0	0	88.1608129370686	69.3726107132786	0	84.1770113102397	127.076240864406	80.844123031849	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	positive	76.1694116259277	88.2327478443457	93.4640950317177	116.224864840771	104.300316281102	154.379848400935	68.8724428576527	0	64.1776104253103	6401.68133010199	4843.66859907252	4721.95648815713	5635.75536907155	11256.6445686397	6127.91712076232	4649.09021071152	12962.8173288126	10433.2847152525	0	0	0	52.3124969298486	0	0	0	0	52.3284411011876
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sardiniense	positive	0	58.9045828854332	0	0	64.182904394628	84.1966985430729	0	0	0	0	0	0	0	43.8099955176198	92.1418911831164	0	0	48.3115363450003	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	positive	4109.52643290342	4581.66198368928	3014.03643475263	5936.10697745157	7685.8163174469	8698.65507766325	2261.8461689173	1879.3670354628	2092.84289989374	328.744928908316	187.195854778814	234.538563637706	202.886385630053	443.478806838181	305.528712158863	167.499034236168	463.363420822621	464.046215736825	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. BNL1100	positive	357.317061422285	527.686920079744	291.075414555269	702.927173675509	791.288759067236	1214.35473893619	193.358741335681	323.942140485188	295.892751153143	411.37768652639	263.985286237221	373.217770672317	453.214753361188	865.729989017444	532.016686666818	421.001331224538	987.309582715222	932.093269400215	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. SY8519	positive	104.737984546584	122.514045543214	66.3868832029976	111.255914088017	261.554623185815	210.042771416693	53.2371128073582	0	68.2994189010466	46.5734460502606	48.4204781062188	0	0	164.02541840855	0	0	120.528750219442	99.5610703437418	164.234291781057	155.934744063205	90.9151412074598	430.381805336734	246.706962909458	250.054599468266	157.946772752758	121.157209004025	169.342481772152
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sporogenes	positive	694.785059021387	1186.83341761384	723.210127368068	2012.53060500648	2698.73854727645	2706.97931438361	1310.69089939045	1228.59771402879	916.14825241285	0	0	0	0	0	0	0	0	0	1608.92323967036	1297.39680157146	1269.06291638139	5682.82948646624	2845.60830063898	3417.77832156428	2438.22249325647	1698.12816994329	4246.26942492021
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tertium	positive	0	50.8747857135068	0	83.3448138008622	103.9818636988	83.6322912157432	0	0	0	72.1075812777185	0	55.0647597503991	0	106.654657136315	58.2927596075086	0	93.3017301687704	90.7167407534766	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium ventriculi	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	76.0805952574377	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Falcatimonas	Falcatimonas natans	positive	1427.27334268633	1840.85987219175	1236.10467810928	2301.28395340963	3152.17982813476	3339.00685084108	1216.47944327682	1258.41306704519	1107.37915488962	46.6959117426226	0	46.8320723270883	49.5461137644447	76.8231663630021	67.7832708300467	51.5267977164083	111.616735983951	93.2351826936764	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Geosporobacter	Geosporobacter ferrireducens	positive	74.9345073448608	80.2597755486396	80.3164976256131	166.350362004293	223.711873191763	192.058212110212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella effluvii	positive	307.347710397469	382.846292462279	311.190640432436	587.882615963023	594.5708402835	772.419126338948	211.839123073476	162.93808069567	208.886877389844	56.0360454823328	0	0	0	81.998316139977	58.3040120968179	0	0	118.40610406989	1005.87051082307	664.765598807225	639.722922543298	1266.39048453793	570.423262815248	801.402078449398	775.984455607282	353.813516056837	985.62130038021
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	positive	4739.92056144653	6044.41144861324	3753.92192218564	7266.66730741488	9613.49960040723	10055.3545983774	2924.18729833172	2770.98642140381	2883.83401526407	1273.67738000205	986.993514452789	1236.40321325203	1151.28702495301	2283.87088535481	1641.01166964073	1002.62700958038	2612.3392037439	2573.09062718347	9830.89101428236	6167.10791523505	6131.44620861469	23740.7395751886	8039.98309073983	12794.8945144142	6659.57378904849	3681.22755310171	9862.96894274474
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella xylanolytica	positive	674.450614813326	969.347317237322	625.76698669346	685.297710247917	802.255104430171	1006.37360002643	493.402609406327	420.622230776953	438.162599718434	2804.79552150392	1813.58772770385	2033.68283590815	2436.53195647869	4727.99931923989	2942.95496315398	2102.93048919327	5477.02697210487	4638.29334455218	1313.03091372945	732.51470950421	700.456207605062	2983.84880213953	840.232221286874	1628.80797421011	892.543595611586	397.618994169328	1251.58047958354
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lactonifactor	Lactonifactor longoviformis	positive	117.598182182896	159.136578125576	56.1196148909531	199.576303643085	206.835166580926	276.74407476261	122.255824161182	69.3711006018613	62.6869558427338	47.3027400849165	45.1999478868533	54.8741851362182	0	65.157360904301	0	0	93.3807317376691	86.297054640034	312.841431004493	313.080843301639	136.918777243831	592.274959967857	372.060150228304	430.853591417518	263.643933495792	214.969920243517	370.481368587769
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lutispora	Lutispora thermophila	positive	352.615273084247	478.929441343483	348.908020997154	595.76571197711	771.486571294903	772.744389068893	287.694150998363	241.817698513206	285.251918167594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Oxobacter	Oxobacter pfennigii	positive	114.45032449901	132.186250012693	85.2102576562633	163.752041313752	273.923896648237	265.288243115333	76.5358187992823	80.0963264154661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	Proteiniclasticum ruminis	positive	0	0	0	0	0	71.56152442364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Salimesophilobacter	Salimesophilobacter vulgaris	positive	64.312694060747	118.245804084612	114.676545499451	112.335608074003	117.756309855558	142.939621038171	75.691957205991	76.1595752460013	63.9070180418262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Youngiibacter	Youngiibacter fragilis	positive	0	110.948467735738	0	230.865348912606	221.496855037878	220.835239269748	0	0	0	0	53.9029880545951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Acidaminobacter	Acidaminobacter hydrogenoformans	positive	0	0	0	0	65.8224991064696	89.2445367365138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XII. Incertae Sedis	Fusibacter	Fusibacter fontis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.314763713447
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Aminipila	Aminipila butyrica	positive	308.238316797221	405.420066448447	274.937830497573	476.957444150093	638.735711855505	605.170562694983	202.505030720609	223.352928437374	205.170627838777	2424.52418709242	1833.5778370663	1789.16451628983	2127.60587401888	4500.952159205	2506.10481376876	1756.97078652822	4893.57064165181	4261.63205010349	88.6133823664684	69.2709250406408	80.9404805065879	184.787022862409	130.026437029188	117.53867859704	83.3478107672801	0	103.929497260936
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Aminipila	Aminipila sp. JN-18	positive	0	55.801135895207	52.7508924033576	118.082949626624	98.8520193023881	76.3698839180519	0	0	0	230.951182160977	200.441195667539	245.824357283735	195.925557064021	402.047907400259	248.459650794794	112.057431260889	391.572095600391	415.350236728689	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Anaerovorax	Anaerovorax odorimutans	positive	338.989010920427	529.770941497882	250.785395483571	459.12065062727	614.434006721383	612.244638874402	246.14100698373	198.40546591187	213.908881298853	0	0	0	0	0	0	0	0	0	100.336008314212	86.748101061827	0	141.405182981713	76.4073192584809	74.8730787859833	0	0	109.282588546725
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Casaltella	Casaltella massiliensis	positive	67.9560857933816	118.803451472762	0	100.674663782235	125.060313307794	88.4940315640991	0	0	0	0	0	0	0	62.7010298789681	58.2932929971962	0	60.6082030721631	0	345.000998137472	320.319471776773	334.816274122371	773.451203492698	407.553059499504	500.596992229891	272.74074080969	184.974400807565	408.244008467512
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Emergencia	Emergencia timonensis	positive	821.130367133453	1132.52549505713	839.181785518039	1026.78264135934	1403.24331534964	1395.00797666418	632.98971179405	527.619223298204	524.581278921662	11919.4741888832	8249.3439673846	8862.05418337575	9958.6990916154	19055.6641814731	12172.2155067245	8104.90982618891	22180.1825200433	20290.7595211951	870.46611772615	864.24051779658	693.828125053596	1760.86490409228	923.954498622478	1060.64834881596	656.367648620519	542.359809632468	936.954705123678
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Ihubacter	Ihubacter massiliensis	positive	1418.15718768668	1753.43896884018	961.788423165979	1964.36031742015	2314.85710840986	2585.51744550367	785.83433639162	651.395295975124	834.330586300832	2633.5561237934	1837.54264522774	1811.11808892105	2052.97086533252	4126.66901207942	2473.6714284975	1694.65449091371	4764.98474400319	4407.29793617915	713.142286309875	702.282122017137	592.213579290064	1184.21481408769	723.21248889746	782.830832271588	407.729470379512	375.896743030317	779.562701279334
