superkingdom	phylum	class	order	family	genus	species	Gram.Stain	Zymo_6331_ONT_MONT	Zymo_6331_ONT_ONT	Zymo_6331_ONT_PB	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6331	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	GMS_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	GMS_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6331	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6331	GMS_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6331
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola dorei	negative	0	0	0	39.7028781011786	33.3875091502215	0	44.7867887695575	19.0099276489284	13.021956129572	42.0539835647377	0	24.036868205898	18	12	0	18	2	7	17	2	9	18	12	0	19	2	7	18	2	10	18	12	0	19	2	7	18	2	10	23.6904127091788	20.5091001181834	0.677176467843624	32.0758975289454	11.687949747485	6.76179231547124	28.9562504748856	5.86576544037975	14.0869850640644
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola massiliensis	negative	0	0	0	26.3281367753012	0	0	32.2682892253085	0	0	27.0338558853792	0	10.0135013559702	24	7	0	30	6	9	25	3	9	24	7	0	31	6	9	25	3	10	24	7	0	31	6	9	25	3	9	9.47616508367154	2.35350329225055	0	11.4797949050963	2.33758994949701	3.38089615773562	9.31925302639996	0.977627573396626	4.02485287544696
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola plebeius	negative	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	1	2	4	0	2	3	2	0	3	1	2	4	0	2	3	2	0	3	1	2	4	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unassigned	Phocaeicola	Phocaeicola vulgatus	negative	0	0	0	23.1899222950498	0	0	0	0	0	11.3912343043319	0	14.0198064717499	6	1	0	6	4	3	4	1	1	40	19	2	30	20	12	33	8	21	22	3	1	6	6	7	11	3	9	35.1971845964943	17.4831673138612	2.03152940353087	24.6477949432949	15.6952468037656	10.4807780889804	30.2875723357999	7.16926887157525	20.1242643772348
Bacteria	Candidatus Melainabacteria	unassigned	Vampirovibrionales	unassigned	Vampirovibrio	Vampirovibrio chlorellavorus	negative	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	1	2	0	0	1	3	0	0	1	1	2	0	0	1	3	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Chroococcales	Chroococcaceae	Gloeocapsa	Gloeocapsa sp. PCC 7428	negative	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1	3	0	0	56	35	3	17	23	25	70	10	48	1	2	0	1	2	1	3	0	0	21.9982403728089	15.1296640216107	1.01576470176544	7.09046155903004	8.34853553391788	10.818867704754	27.2920981487427	3.9105102935865	18.1118379395113
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus atrophaeus	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69217233636992	1.68107378017896	0	0.337641026620478	1.66970710678358	0.676179231547124	3.3283046522857	0.65175171559775	2.34783084401073
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus gibsonii	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0306068036439	0.672429512071585	0.338588233921812	0.337641026620478	1.33576568542686	0.676179231547124	3.66113511751427	0.325875857798875	2.34783084401073
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halotolerans	positive	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	3	3	3	8	2	2	10	3	0	3	3	3	8	2	2	10	3	0	3	3	3	8	2	2	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mojavensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2	5	4	0	7	3	1	1	0	2	5	4	0	7	3	1	1	0	2	5	4	0	7	11.5067718873154	6.05186560864427	0.338588233921812	3.37641026620478	4.67517989899401	7.43797154701837	16.6415232614285	2.93288272018988	12.4099630326281
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. BH072	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73808254183577	2.35350329225055	0	1.68820513310239	1.00182426407015	1.35235846309425	5.32528744365712	2.28113100459213	5.0310660943087
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. BS34A	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38434467273983	1.68107378017896	0	1.68820513310239	2.67153137085372	1.69044807886781	5.65811790888569	0.977627573396626	5.0310660943087
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. DM2	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38434467273983	1.34485902414317	1.01576470176544	1.01292307986143	1.00182426407015	1.01426884732069	0.66566093045714	0.325875857798875	2.01242643772348
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-14266	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70747573819187	0.672429512071585	0.338588233921812	0.675282053240956	1.00182426407015	1.35235846309425	4.32679604797141	0.977627573396626	2.01242643772348
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JS	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.579769642043	28.2420395070066	6.43317644451443	23.9725128900539	21.3722509668298	22.3139146410551	56.5811790888569	11.4056550229606	42.2609551921931
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. M4U3P1	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38434467273983	1.00864426810738	0.338588233921812	1.01292307986143	0.667882842713431	2.36662731041493	3.3283046522857	0.65175171559775	3.35404406287247
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MD-5	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2295510273293	6.72429512071585	0.338588233921812	3.37641026620478	2.33758994949701	4.05707538928275	8.65359209594282	1.95525514679325	5.70187490688319
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SJ-10	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43025487820569	3.69836231639372	0	2.70112821296382	0.667882842713431	1.01426884732069	4.32679604797141	0.977627573396626	4.36025728173421
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	positive	0	0	0	343.491378115303	170.367743357249	20.0327884031578	132.016539036205	136.144447988452	133.348322433921	362.819892727612	72.0917885989721	259.398793575232	30	25	1	21	17	10	37	19	19	276	138	16	112	118	101	285	68	202	47	34	2	25	21	18	57	22	28	243.334381969994	116.66652034442	13.8821175907943	85.7608207616014	93.5035979798803	93.9889131850503	245.296052873456	45.6226200918425	176.758122113379
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vallismortis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10712381275365	4.03457707242951	0	2.02584615972287	2.67153137085372	2.36662731041493	7.32227023502854	1.95525514679325	4.69566168802145
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	1	1	4	2	4	0	0	1	0	1	1	4	2	3	0	0	1	0	1	1	4	25.7210195128227	15.4658787776465	0.677176467843624	10.4668718252348	11.0200669047716	10.4807780889804	41.2709776883427	4.23638615138538	28.509374534416
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus telephonicus	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	2	1	0	1	1	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	positive	0	0	0	151.775149585612	68.1228254129906	0	54.0401511563775	72.277876808141	50.0845897227799	159.20761976869	34.0442020391806	126.364503609422	22	14	3	14	11	9	15	5	28	157	69	9	54	75	54	156	31	129	152	67	9	51	71	51	155	30	126	127.928228629566	54.1305757217626	5.417411742749	36.8028719016321	58.4397487374252	42.2612019716953	126.808407252085	26.3959444817089	99.279704261025
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus argenteus	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	14.2142476255073	5.37943609657268	0	6.07753847916861	4.67517989899401	4.05707538928275	17.6400146571142	1.62937928899438	6.03727931317044
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	positive	0	0	0	145.469375397418	77.9089345773057	0	59.3045137144658	63.0398803337179	53.7133137200982	157.346430060709	21.0267514729232	100.153457124694	23	14	2	13	15	14	23	6	17	144	76	8	62	62	54	155	23	99	94	58	8	39	47	40	98	17	72	136.050655844141	59.5100118183353	7.11035291235806	50.9837950196922	46.7517989899401	46.318277360978	135.794829813257	19.5525514679325	84.5219103843862
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	3	1	1	3	1	2	2	1	3	3	1	1	3	1	2	2	1	3	3.04591020546585	0.672429512071585	0.677176467843624	3.0387692395843	0.333941421356715	3.38089615773562	1.66415232614285	0.325875857798875	1.67702203143623
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	Laceyella sacchari	positive	0	0	0	413.561847452702	403.086326854937	45.1738062867868	334.506655617884	373.100271734263	187.109728260228	230.885262249334	164.899585980712	229.188478659502	320	286	35	322	312	147	217	157	180	398	365	41	376	375	185	246	184	213	396	362	40	375	373	185	246	184	209	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus cecorum	positive	0	0	0	19.0181657422761	0	0	16.0127297792397	10.0064913943879	12.0148527814229	24.0300835038434	0	21.0281136839865	19	8	1	10	6	8	20	3	16	21	9	1	13	8	8	21	4	20	21	9	1	13	8	8	21	4	20	11.8452063545894	4.7070065845011	1.69294116960906	11.8174359317167	6.34488700577759	7.77606116279193	10.9834053525428	3.25875857798875	13.0807718452026
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus columbae	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	positive	90	90	90	163.663933167469	76.2079247737134	14.0292406747011	68.4126318631452	66.047527972788	70.3926072015854	181.31094825503	36.0473305212714	113.159467244109	59	36	7	27	32	22	70	10	51	162	77	15	71	73	73	188	35	116	158	76	15	69	70	69	182	34	116	133.343180105949	59.8462265743711	9.14188231588893	57.0613334988608	53.0966859957177	64.2370269969768	151.105031213771	29.6547030596976	87.2051456346841
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	positive	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	0	0	0	0	1	1	0	3	4	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	3	1	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3	1	0	1	1	2	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus agilis	positive	0	0	0	15.0108855804543	11.0083880849427	0	0	0	0	23.0288300245166	0	11.0147930124995	7	3	0	3	2	3	11	0	7	15	11	1	6	4	4	23	2	11	14	7	0	5	3	4	16	1	9	11.1683374200415	8.74158365693061	1.01576470176544	3.37641026620478	3.67335563492387	2.02853769464137	15.6430318657428	1.95525514679325	7.04349253203218
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus	positive	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	3	0	1	4	1	0	5	4	2	5	0	4	2	0	0	2	1	1	3	0	1	4.73808254183577	1.68107378017896	0	2.70112821296382	4.3412384776373	1.35235846309425	4.32679604797141	0	2.34783084401073
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus animalis	positive	0	0	0	40.6600438120674	19.0144885103995	0	19.0135787020815	19.0120267303491	21.035467593924	54.2402503493173	0	23.0309308443743	37	20	1	19	21	21	49	9	24	41	20	1	20	21	21	52	9	26	37	20	1	19	21	21	49	9	24	14.5526820927813	6.72429512071585	0.338588233921812	6.75282053240956	7.01276984849102	7.0998819312448	18.9713365180285	2.93288272018988	9.39132337604291
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	positive	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	3	3	1	1	1	7	3	0	0	3	5	1	1	4	4	3	0	0	3	3	1	1	1	8.46086168184959	3.69836231639372	0.677176467843624	1.01292307986143	3.33941421356715	3.71898577350918	3.66113511751427	0.325875857798875	7.37889693831943
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum	positive	0	0	0	0	0	0	0	0	0	0	0	0	7	3	1	5	3	1	7	0	2	7	4	1	5	3	1	7	0	2	7	3	1	5	3	1	7	0	2	4.73808254183577	1.68107378017896	1.01576470176544	3.37641026620478	2.33758994949701	1.01426884732069	3.3283046522857	0	3.35404406287247
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus helveticus	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	3	1	3	2	1	5	0	7	1	0	0	0	0	1	1	0	2	1.69217233636992	2.68971804828634	1.01576470176544	3.37641026620478	1.66970710678358	1.01426884732069	3.99396558274284	0	5.36647050059595
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ingluviei	positive	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus kitasatonis	positive	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	1	3	6	2	4	2	3	0	4	1	3	6	2	4	2	3	0	4	1	3	6	2	4	1.69217233636992	1.34485902414317	0	1.68820513310239	1.00182426407015	1.35235846309425	2.99547418705713	0.65175171559775	1.34161762514899
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus nenjiangensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0612136072878	8.74158365693061	0	5.40225642592765	6.67882842713431	1.35235846309425	5.65811790888569	1.62937928899438	1.34161762514899
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus pontis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	1	0	2	0	0	1	0	1	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	2	0	4	0	1	2	1	1	1	1	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus rogosae	positive	0	0	0	21.3357236111188	0	0	0	0	0	18.8238279869161	0	0	10	4	0	3	1	2	2	1	3	10	4	0	3	1	2	2	1	3	10	4	0	3	1	2	2	1	3	7.10712381275365	2.35350329225055	0	2.02584615972287	1.66970710678358	2.02853769464137	5.99094837411426	0.325875857798875	3.01863965658522
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus salivarius	positive	0	0	0	0	0	0	0	0	0	14.0175487105773	0	0	2	2	0	0	1	1	5	0	0	6	3	2	1	1	4	14	2	3	6	3	2	1	1	4	14	2	2	4.39964807456179	4.3707918284653	3.04729410529631	0.675282053240956	1.00182426407015	3.38089615773562	13.9788795395999	3.25875857798875	3.35404406287247
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus suebicus	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36904127091788	3.69836231639372	0	3.71405129282526	5.34306274170744	0.676179231547124	1.33132186091428	0.65175171559775	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	positive	963000	963000	963000	22960.9389217665	23874.8839117617	2832.9045589403	22115.9025103596	24566.2257871941	9582.63194469705	14412.8637593433	11065.3188647412	14841.325641473	8750	9068	1083	8737	9718	3791	5076	3800	5155	22909	23821	2826	22028	24483	9510	14370	11027	14793	22879	23782	2821	21989	24441	9496	14350	11015	14786	15173.0324712945	15677.0216444369	1877.13316886253	14292.6822978715	15593.7286116732	6132.26945090087	9624.79139347979	7289.51706310304	10056.7657181168
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus alactolyticus	positive	0	0	0	333.249036373777	186.050326209294	21.0438610118585	125.089333554371	138.911149748589	165.352260507827	384.60862392191	56.7629063506842	267.338373577458	304	183	19	122	130	160	358	55	261	317	192	19	124	133	163	363	58	267	307	183	19	122	131	161	360	55	262	116.083022274976	69.5964544994091	7.11035291235806	44.2309744872826	50.425154624864	57.137145065732	126.142746321628	19.2266756101336	92.5716161352801
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9	5	1	3	7	7	18	2	5	0	0	0	0	1	1	0	0	0	6.76868934547967	4.03457707242951	0.677176467843624	2.36348718634335	4.67517989899401	5.07134423660343	12.9803881439142	1.3035034311955	4.36025728173421
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	1	0	0	0	2	0	0	3	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	10	5	1	2	3	1	10	0	4	0	0	0	0	0	0	2	0	1	10.4914684854935	5.37943609657268	1.01576470176544	2.02584615972287	3.33941421356715	0.338089615773562	9.31925302639996	0	3.01863965658522
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus himalayensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	4	4	2	5	4	2	8	3	0	4	4	2	5	4	2	8	3	0	4	4	2	5	4	2	6.43025487820569	3.02593280432213	0.677176467843624	2.02584615972287	1.33576568542686	1.35235846309425	4.99245697842855	1.3035034311955	2.01242643772348
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	5.41495147638374	2.68971804828634	0.338588233921812	1.35056410648191	2.33758994949701	3.04280654196206	9.65208349162853	0.977627573396626	2.34783084401073
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78399274730162	6.05186560864427	0.677176467843624	3.0387692395843	5.67700416306416	6.42370269969768	18.3056755875714	2.93288272018988	4.02485287544696
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	positive	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5	0	0	0	1	1	1	0	1	5	0	0	0	0	1	1	0	1	5	0	0	1.35373786909593	2.35350329225055	0.338588233921812	0.675282053240956	0.667882842713431	1.01426884732069	3.3283046522857	0	0.670808812574493
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	Catabacter hongkongensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella massiliensis	positive	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	2	0	6	2	0	4	5	5	0	2	0	7	2	0	4	5	5	0	2	0	6	2	0	4	2.36904127091788	2.35350329225055	0	0.675282053240956	0	2.7047169261885	0.66566093045714	0	2.34783084401073
