feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia.Romboutsia.timonensis	source	Homo_sapiens	-7.26078083192222	0.244454585423512	27	24	1.94310153748348e-20	1.71360135589094e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium.Hungateiclostridium.thermocellum	source	Canis_lupus	-4.9335256107257	0.167235771996426	27	11	2.27846576130398e-20	1.99365754114099e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Catabacteriaceae.Catabacter.Catabacter.hongkongensis	source	Homo_sapiens	-3.57115214770779	0.121622878099148	27	18	2.54225654226928e-20	2.20723048631131e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.pontis	source	Canis_lupus	1.17962385225908	0.0404166885396047	27	9	2.92566426298322e-20	2.52057228810862e-19
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing.Phocaeicola.Phocaeicola.dorei	source	Canis_lupus	-6.36843684686496	0.218457523176868	27	27	3.00818552969595e-20	2.55239984337838e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Ruminiclostridium.Ruminiclostridium.josui	source	Homo_sapiens	-2.18978685879149	0.0750959553887096	27	18	2.98891347214858e-20	2.55239984337838e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.animalis	source	Canis_lupus	8.88381320268641	0.306025161201679	27	26	3.3182522248251e-20	2.79431766301061e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Eisenbergiella.Eisenbergiella.massiliensis	source	Homo_sapiens	2.70128552707571	0.0933840759223822	27	27	3.60570064465615e-20	3.01371994180215e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.Enterococcus.faecium	source	Canis_lupus	1.34149930282165	0.0465725342097709	27	9	3.98008804366054e-20	3.30199896955541e-19
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing.Phocaeicola.Phocaeicola.vulgatus	source	Homo_sapiens	-9.10715931942139	0.317126232753992	27	23	4.27047247108361e-20	3.51685968206885e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Hespellia.Hespellia.stercorisuis	source	Canis_lupus	-2.45346931549047	0.0856482209690257	27	18	4.52780146590807e-20	3.70156032249419e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerocolumna.Anaerocolumna.cellulosilytica	source	Canis_lupus	-5.23243619103921	0.182972052327551	27	11	4.71230831157787e-20	3.82448210794726e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus.Lactococcus.lactis	source	Canis_lupus	-4.02979846255922	0.141461706039615	27	10	5.15610183170723e-20	4.13007896955484e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Terrisporobacter.Terrisporobacter.mayombei	source	Homo_sapiens	-5.10739612479757	0.179299278235215	27	15	5.16259871194355e-20	4.13007896955484e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..polysaccharolyticum	source	Homo_sapiens	-3.3722041907694	0.118796701347696	27	19	5.59937140533516e-20	4.44772764111729e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium.ventriosum	source	Canis_lupus	-1.08624792642633	0.0383008720675127	27	18	5.71767786599888e-20	4.5097177534639e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Mediterraneibacter..Ruminococcus..lactaris	source	Homo_sapiens	-2.42723676081651	0.0858085573190729	27	27	6.07836057127432e-20	4.7606740138652e-19
Bacteria.Firmicutes.Negativicutes.Selenomonadales.Selenomonadaceae.Megamonas.Megamonas.funiformis	source	Homo_sapiens	-6.96009767688113	0.246464830349758	27	26	6.31842562338317e-20	4.91433104040913e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Cuneatibacter.Cuneatibacter.caecimuris	source	Canis_lupus	-6.11692640343586	0.217307585225705	27	27	6.81253605708878e-20	5.26209681650995e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Oscillibacter.Oscillibacter.ruminantium	source	Canis_lupus	-2.48051031531032	0.0892472754966659	27	27	9.15835459082535e-20	7.02558708337287e-19
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus.Lactococcus.lactis	source	Homo_sapiens	-3.9186873514481	0.141461706039615	27	10	9.89632848085233e-20	7.54005979493511e-19
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium.Lachnoclostridium.sp..YL32	source	Homo_sapiens	2.64714266165205	0.0969211647433355	27	27	1.3757737500944e-19	1.04112608115252e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea.Dorea.formicigenerans	source	Homo_sapiens	-7.97061333021354	0.293799800655514	27	22	1.60870821234041e-19	1.20923033410823e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.missing..Clostridium..leptum	source	Canis_lupus	-2.36943896489856	0.0894310294762141	27	27	2.7899688024167e-19	2.08317670580447e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium.Hungateiclostridium.straminisolvens	source	Canis_lupus	-2.3336891695056	0.0884091291485547	27	27	3.04115815871639e-19	2.25569346871679e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes.Anaerostipes.caccae	source	Homo_sapiens	3.61890094040298	0.138257059215909	27	11	3.69796235664102e-19	2.72481436805128e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira.Lachnospira.eligens	source	Canis_lupus	-1.67366685099768	0.064638087152362	27	27	4.75618065997678e-19	3.48164858769542e-18
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.gallolyticus	source	Canis_lupus	1.35596666963017	0.0524124533795393	27	9	4.85009249843679e-19	3.52733999886312e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Caproiciproducens.Caproiciproducens.galactitolivorans	source	Canis_lupus	-4.58378113103512	0.177774007984234	27	26	5.24317892773819e-19	3.78861961230114e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Abyssivirga.Abyssivirga.alkaniphila	source	Homo_sapiens	-2.77809161242943	0.107935057454229	27	10	5.46375122892558e-19	3.92269318999785e-18
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Megasphaera.Megasphaera.stantonii	source	Canis_lupus	1.31900269435067	0.0514029646456852	27	9	5.86480959981145e-19	4.18381321769989e-18
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.ingluviei	source	Canis_lupus	1.23919071142145	0.0483325878978697	27	9	5.97844075255511e-19	4.22747705670263e-18
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.vaginalis	source	Canis_lupus	1.35785737514177	0.0529697817698363	27	9	6.0015076072832e-19	4.22747705670263e-18
Bacteria.Candidatus.Melainabacteria.unassigned.Vampirovibrionales.unassigned.Vampirovibrio.Vampirovibrio.chlorellavorus	source	Homo_sapiens	-3.30742312348637	0.129992115474045	27	27	7.13958548151851e-19	4.99770983706296e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Caproiciproducens.Caproiciproducens.sp..NJN.50	source	Canis_lupus	-2.11327594703876	0.08310575721968	27	18	7.23455984429631e-19	5.03273728298873e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.unassigned.Lachnospiraceae.bacterium.Choco86	source	Canis_lupus	-4.99799133856806	0.198601950683575	27	22	9.20368047148967e-19	6.36303835065952e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus.bicirculans	source	Canis_lupus	-9.64500148359481	0.384090150376131	27	18	9.67818697865476e-19	6.65004258656033e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.missing..Eubacterium..brachy	source	Canis_lupus	8.34170813373027	0.335491580180635	27	25	1.21680895473073e-18	8.30991481279523e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerotignum.Anaerotignum.faecicola	source	Canis_lupus	-1.93295200463775	0.0777745351259016	27	27	1.22916997804492e-18	8.34345682066854e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus.bicirculans	source	Homo_sapiens	-9.5342998443293	0.384090150376131	27	18	1.26423524296465e-18	8.52977995253258e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalimonas.Faecalimonas.umbilicata	source	Canis_lupus	1.67764010870933	0.067753343499756	27	27	1.33963421863604e-18	8.98437320282851e-18
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Abyssivirga.Abyssivirga.alkaniphila	source	Canis_lupus	-2.66698050131832	0.107935057454229	27	10	1.40621247188039e-18	9.37474981253594e-18
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.sp..A1C1	source	Homo_sapiens	-5.48549333019732	0.222858079312149	27	11	1.53697881250588e-18	1.01858950887964e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Butyrivibrio.Butyrivibrio.crossotus	source	Canis_lupus	-1.20378962194977	0.0493255653344263	27	9	1.8723638491455e-18	1.22634357370935e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Butyrivibrio.Butyrivibrio.crossotus	source	Homo_sapiens	-1.20378962194977	0.0493255653344263	27	9	1.87236384914553e-18	1.22634357370935e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium.Faecalibacterium.prausnitzii	source	Canis_lupus	-1.61243888890531	0.0664376485680939	27	27	2.12839869702087e-18	1.3859340352694e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..scindens	source	Canis_lupus	-1.23825902412968	0.0512287728079072	27	9	2.33862807401848e-18	1.50532381775902e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..scindens	source	Homo_sapiens	-1.23825902412968	0.0512287728079073	27	9	2.33862807401848e-18	1.50532381775902e-17
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.missing.Erysipelotrichaceae.bacterium.GAM147	source	Homo_sapiens	-7.61188205439436	0.315663332984817	27	20	2.47020301206486e-18	1.58092992772151e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea.Dorea.formicigenerans	source	Canis_lupus	-7.05977157089612	0.293799800655514	27	22	2.67928929438051e-18	1.70500227824214e-17
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.uniformis	source	Canis_lupus	-5.22513349183983	0.218550556306386	27	27	3.01049295520063e-18	1.90494469481622e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Terrisporobacter.Terrisporobacter.mayombei	source	Canis_lupus	-4.27776094744036	0.179299278235215	27	15	3.1591629767047e-18	1.98778794039846e-17
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Dialister.Dialister.invisus	source	Canis_lupus	-1.39863590563977	0.0592718843778964	27	9	4.07219057877161e-18	2.5338074712357e-17
Bacteria.Firmicutes.Negativicutes.Veillonellales.Veillonellaceae.Dialister.Dialister.invisus	source	Homo_sapiens	-1.39863590563977	0.0592718843778964	27	9	4.07219057877167e-18	2.5338074712357e-17
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus.himalayensis	source	Canis_lupus	1.38343244349924	0.0588111931426864	27	9	4.37643497695999e-18	2.7080702619863e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalicatena.Faecalicatena.contorta	source	Homo_sapiens	-1.81500889697132	0.0773062535820615	27	27	4.57436745985001e-18	2.8149953599077e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Pseudoflavonifractor.Pseudoflavonifractor.phocaeensis	source	Canis_lupus	-5.62485733891999	0.239939361213757	27	22	4.73586240285408e-18	2.89845130666479e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia.schinkii	source	Homo_sapiens	-2.5354160176375	0.1083213563255	27	27	4.90843809642261e-18	2.98774492825724e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter.Intestinibacter.bartlettii	source	Homo_sapiens	-6.42910968002348	0.275205743178311	27	12	5.13250740290604e-18	3.10724772500258e-17
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.sp..A1C1	source	Canis_lupus	-5.19304930091926	0.222858079312149	27	11	5.44052688901508e-18	3.27601619123489e-17
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.rogosae	source	Homo_sapiens	-6.31187486211688	0.271043124676143	27	23	5.52015033612888e-18	3.30618629757451e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfonispora.Desulfonispora.thiosulfatigenes	source	Canis_lupus	-1.31091407117093	0.0570673968234468	27	9	7.55930762668062e-18	4.47958970469962e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptococcaceae.Desulfonispora.Desulfonispora.thiosulfatigenes	source	Homo_sapiens	-1.31091407117093	0.0570673968234468	27	9	7.55930762668051e-18	4.47958970469962e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Bariatricus.Bariatricus.massiliensis	source	Homo_sapiens	-2.51571398638675	0.109889899187968	27	27	8.17659784216524e-18	4.81988925432898e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Syntrophococcus.Syntrophococcus.sucromutans	source	Homo_sapiens	4.58329030591747	0.200467123546976	27	12	8.42673522415368e-18	4.94133164976551e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia.Marvinbryantia.formatexigens	source	Homo_sapiens	-4.99995035280102	0.223764418073363	27	12	1.42683373249384e-17	8.32319677288072e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus.Coprococcus.eutactus	source	Canis_lupus	-1.29509642769244	0.05809986935022	27	9	1.50801930853638e-17	8.7060908534059e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus.Coprococcus.eutactus	source	Homo_sapiens	-1.29509642769244	0.05809986935022	27	9	1.50801930853638e-17	8.7060908534059e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira.Lachnospira.pectinoschiza	source	Canis_lupus	-1.34876871250569	0.0605730913769225	27	9	1.54585355954256e-17	8.83344891167176e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira.Lachnospira.pectinoschiza	source	Homo_sapiens	-1.34876871250569	0.0605730913769225	27	9	1.54585355954256e-17	8.83344891167176e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.missing.Lachnospiraceae.bacterium.GAM79	source	Canis_lupus	-1.60337789647291	0.0721975827408788	27	27	1.64215403063434e-17	9.33610413355566e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalicatena.Faecalicatena.fissicatena	source	Homo_sapiens	-0.858860964230927	0.038699241781313	27	27	1.66773838283585e-17	9.43367166048559e-17
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.ovatus	source	Canis_lupus	-5.41268783565364	0.244410055478833	27	23	1.75133117738409e-17	9.85673828477475e-17
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Enterocloster.Enterocloster.lavalensis	source	Homo_sapiens	1.91598459326622	0.0867734305681247	27	18	1.87458345356666e-17	1.04976673399733e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor.Flavonifractor.plautii	source	Canis_lupus	-1.37826759628131	0.0625039399233676	27	27	1.93274761209305e-17	1.07695389330558e-16
Bacteria.Firmicutes.Bacilli.Lactobacillales.Enterococcaceae.Enterococcus.Enterococcus.cecorum	source	Canis_lupus	8.57410953758408	0.392289586480209	27	24	2.3671212037115e-17	1.31246324166182e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Alkaliphilus.Alkaliphilus.crotonatoxidans	source	Homo_sapiens	-3.57315634000354	0.163597365552825	27	16	2.40568449721341e-17	1.32727420535912e-16
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.Lactivibrio.Lactivibrio.alcoholicus	source	Canis_lupus	-1.34794732935707	0.0619575072537069	27	9	2.63073616109087e-17	1.43728024410818e-16
Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae.Lactivibrio.Lactivibrio.alcoholicus	source	Homo_sapiens	-1.34794732935707	0.061957507253707	27	9	2.63073616109087e-17	1.43728024410818e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter.Intestinibacter.bartlettii	source	Canis_lupus	-5.9817608448575	0.275205743178311	27	12	2.68782808511857e-17	1.46134342491883e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium.Hungateiclostridium.cellulolyticum	source	Homo_sapiens	-5.38436765226195	0.248608581934166	27	14	2.91698293516793e-17	1.57827096009086e-16
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.faecis	source	Canis_lupus	-6.32941560612297	0.293139782807542	27	14	3.12859535191326e-17	1.68462826641483e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Hungateiclostridiaceae.Hungateiclostridium.Hungateiclostridium.cellulolyticum	source	Canis_lupus	-5.33159911251432	0.248608581934166	27	14	3.65373254409696e-17	1.95798107626248e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Butyricicoccus.Butyricicoccus.faecihominis	source	Canis_lupus	-4.74907289950471	0.222613275135156	27	26	4.12017775835348e-17	2.17669768365844e-16
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter.Oxalobacter.formigenes	source	Canis_lupus	-1.4995950627709	0.0702840596514929	27	9	4.10732752762252e-17	2.17669768365844e-16
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter.Oxalobacter.formigenes	source	Homo_sapiens	-1.4995950627709	0.0702840596514929	27	9	4.10732752762252e-17	2.17669768365844e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Dysosmobacter.Dysosmobacter.welbionis	source	Homo_sapiens	-1.70122013669945	0.0804933621807244	27	27	5.09986995532951e-17	2.68162176054885e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Faecalicatena.Faecalicatena.fissicatena	source	Canis_lupus	-0.810246270726118	0.038699241781313	27	27	6.32074312643074e-17	3.30805247738431e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.unassigned.Intestinimonas.Intestinimonas.butyriciproducens	source	Homo_sapiens	-7.09651111817114	0.339101896398934	27	22	6.38743514755076e-17	3.32740807686365e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Cuneatibacter.Cuneatibacter.caecimuris	source	Homo_sapiens	-4.54567326739503	0.217307585225706	27	27	6.45192181890232e-17	3.34544094313454e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerofilum.Anaerofilum.agile	source	Canis_lupus	1.67901450723201	0.0805756341967902	27	9	7.04396503911398e-17	3.63559485889754e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..hylemonae	source	Canis_lupus	-3.64448177087715	0.175825310161561	27	21	7.94582590464491e-17	4.08225918036803e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales.Family.XIII..Incertae.Sedis.Aminipila.Aminipila.butyrica	source	Canis_lupus	2.9873220940141	0.14567016028607	27	26	1.01354355587379e-16	5.18341909853261e-16
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.unassigned.unassigned.Bacteroidales.bacterium.CF	source	Canis_lupus	1.50810756277074	0.0741253019621841	27	9	1.21397943220663e-16	6.18025892759737e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..symbiosum	source	Homo_sapiens	1.93877248969257	0.0956570747314113	27	27	1.32389991235476e-16	6.70935702188837e-16
Bacteria.Firmicutes.Negativicutes.Acidaminococcales.Acidaminococcaceae.Phascolarctobacterium.Phascolarctobacterium.faecium	source	Homo_sapiens	-3.76880777809731	0.187011850603202	27	19	1.50689319830721e-16	7.60234406353189e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenella.Christensenella.timonensis	source	Canis_lupus	-4.05264604933328	0.20117747162194	27	16	1.52078935920065e-16	7.63804521212881e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia.Marvinbryantia.formatexigens	source	Canis_lupus	-4.50620843662922	0.223764418073363	27	12	1.53189045963942e-16	7.65945229819708e-16
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides.Bacteroides.stercoris	source	Homo_sapiens	-6.25935027035882	0.311221322001622	27	14	1.57743799188906e-16	7.85213578184774e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Candidatus.Arthromitus.Candidatus.Arthromitus.sp..SFB.rat.Yit	source	Canis_lupus	1.70770958366595	0.0849888263131395	27	9	1.61142545515757e-16	7.9858252644977e-16
Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Campylobacteraceae.Campylobacter.Campylobacter.jejuni	source	Canis_lupus	1.48212851945771	0.0739311914021902	27	9	1.69737086907634e-16	8.37469327473789e-16
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia.Blautia.sp..YL58	source	Homo_sapiens	-3.53117157626565	0.177748698771436	27	19	2.08592639358084e-16	1.02466559684673e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum.Subdoligranulum.variabile	source	Canis_lupus	-7.17087455103067	0.363363055931766	27	23	2.42442037553018e-16	1.1857427164165e-15
Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium.Fusobacterium.varium	source	Canis_lupus	8.74900933270857	0.444090662405024	27	19	2.52039256471499e-16	1.22732159673078e-15
Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Amedibacillus.Amedibacillus.dolichus	source	Homo_sapiens	-4.84186822064341	0.246377275909052	27	19	2.66574219071031e-16	1.29248106216258e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenella.Christensenella.sp..Marseille.P3954	source	Canis_lupus	-4.20092337288917	0.213967093265775	27	21	2.7239986473037e-16	1.31503382973282e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Oscillospiraceae.Oscillibacter.Oscillibacter.sp..PEA192	source	Homo_sapiens	2.48560458262718	0.126729195023347	27	18	2.78756895862128e-16	1.3399473105819e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaeromassilibacillus.Anaeromassilibacillus.senegalensis	source	Homo_sapiens	-2.35162404430194	0.119977288494331	27	27	2.82952412106784e-16	1.35430214341709e-15
Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella.Sutterella.massiliensis	source	Canis_lupus	3.78412233723842	0.194637875016769	27	10	3.40117886395785e-16	1.62098737346076e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium.perfringens	source	Canis_lupus	6.66366914485527	0.343653924986418	27	19	3.61030154149154e-16	1.71336344341971e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Enterocloster.Enterocloster.citroniae	source	Homo_sapiens	1.84590129993025	0.0952749735943933	27	27	3.67909151807149e-16	1.73864240516459e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Paeniclostridium..Eubacterium..tenue	source	Canis_lupus	1.69219254550455	0.0874040096706691	27	9	3.73919269795916e-16	1.75962009315725e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.unassigned.Ruminococcaceae.bacterium.CPB6	source	Canis_lupus	-3.99180369634905	0.207528543560603	27	12	4.33188740861652e-16	2.03000581491653e-15
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.missing.Phocaeicola.Phocaeicola.massiliensis	source	Canis_lupus	-6.17841444966239	0.321311751203824	27	23	4.36375947890699e-16	2.03642109015659e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lacrimispora.Lacrimispora.sphenoides	source	Canis_lupus	-3.31138163783639	0.172550997542238	27	24	4.56308469176177e-16	2.12060367417975e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia..Clostridium..dakarense	source	Canis_lupus	1.58364645701232	0.0832992805842659	27	9	5.63959952140282e-16	2.61006258841783e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium.disporicum	source	Canis_lupus	-1.4070694354775	0.0740783837074753	27	18	5.75590846431536e-16	2.65292900412889e-15
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus.delbrueckii	source	Canis_lupus	1.50940875422705	0.0795489883198251	27	9	5.8925956865152e-16	2.70479802003976e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium..Clostridium..populeti	source	Homo_sapiens	-6.73358748585427	0.355583952855574	27	13	6.16425898979929e-16	2.81794696676539e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Eubacteriaceae.Eubacterium.Eubacterium.oxidoreducens	source	Canis_lupus	-6.30522196637587	0.334711513701313	27	17	6.93685067590848e-16	3.15824095813719e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnobacterium.Lachnobacterium.bovis	source	Canis_lupus	-1.49231500162167	0.0794393660601077	27	9	7.38440872121168e-16	3.33489426119237e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnobacterium.Lachnobacterium.bovis	source	Homo_sapiens	-1.49231500162167	0.0794393660601077	27	9	7.38440872121168e-16	3.33489426119237e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.unassigned.Ruminococcaceae.bacterium.CPB6	source	Homo_sapiens	-3.89382688140695	0.207528543560603	27	12	7.58864568417065e-16	3.41336673344222e-15
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus.Coprococcus.comes	source	Canis_lupus	-2.3428470188145	0.125144949024476	27	27	7.97942757678995e-16	3.5747835544019e-15
