superkingdom	phylum	class	order	family	genus	species	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus australis	0	0	0	0	0	0	0	0	0	0	0	0	4	11	7	9	4	7	2	0	3	4	11	7	9	4	7	2	0	3	4	11	7	9	4	7	2	0	3	12.5224606866152	22.256620093147	16.1742300754617	16.7445977310944	24.7958590782835	22.3555349829934	7.65729086764404	4.72373429527547	10.7764987145688
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.80459081836327	0	0.620170286336831	1.23979295391418	6.20987082860927	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	1	1	0	1	0	2	1	0	1	1	1	0	0	0	2	1	0	1	1	0.596307651743581	3.60918163672655	4.19331890845304	1.24034057267366	2.47958590782835	4.34690958002649	0	1.18093357381887	0.598694373031598
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	0	0	0	34.8080207039525	28.0498910680163	29.5694833630996	0	24.808323146471	53.4611627510448	19.145573575546	0	23.5515656614307	0	0	0	0	1	0	0	0	0	8	5	10	3	7	12	5	1	6	0	0	0	0	1	0	0	0	0	153.847374149844	172.639188290087	109.026291619779	176.748531605997	295.070723031574	335.954011827762	71.271707306533	70.2655476422226	71.8433247637918
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gallolyticus	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	3	1	2	2	0	3	0	0	1	3	1	2	2	0	3	0	0	1	3	1	2	2.38523060697432	0.601530272787758	1.7971366750513	0.620170286336831	2.47958590782835	1.86296124858278	1.76706712330247	1.7714003607283	2.99347186515799
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	0	0	0	12.5805152089333	0	0	16.3233126287552	0	17.1425048034489	0	0	0	9	5	6	9	7	9	3	2	2	18	9	14	16	19	17	7	5	5	10	6	6	13	7	11	5	2	3	22.6596907662561	10.2260146373919	19.1694578672139	21.7059600217891	24.7958590782835	21.1135608172715	10.6024027398148	6.49513465600377	8.38172122244237
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gwangjuense	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1.78892295523074	1.80459081836327	1.19809111670087	1.86051085901049	1.85968943087127	4.96789666288742	1.17804474886831	1.7714003607283	2.99347186515799
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus himalayensis	0	0	0	0	0	0	0	0	0	0	0	0	11	8	3	2	5	4	3	1	4	11	8	3	2	5	4	3	1	4	11	8	3	2	5	4	3	1	4	14.3113836418459	10.2260146373919	4.19331890845304	5.58153257703148	11.7780330621847	6.20987082860927	4.1231566210391	5.3142010821849	2.39477749212639
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75199947266655	5.41377245508982	7.78759225855564	3.72102171802098	4.33927533869962	11.7987545743576	4.71217899547326	0.590466786909434	3.59216623818959
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	1	8	1	1	0	0	2	5	2	1	8	1	1	0	0	2	5	2	1	8	1	1	0	0	1.19261530348716	3.00765136393879	1.19809111670087	0.620170286336831	4.95917181565671	1.24197416572185	0.589022374434157	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	2	0	1	2	0	0	1	2	1	2	0	1	1	0	0	1	0	1	2	0	0.596307651743581	3.60918163672655	1.7971366750513	0.620170286336831	0.619896476957089	13.0407287400795	1.17804474886831	1.18093357381887	1.1973887460632
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5039989453331	26.4673320026613	20.3675489839147	21.7059600217891	38.4335815713395	27.3234316458808	12.9584922375515	9.44746859055094	13.1712762066952
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	0	3	3	3	1	3	4	5	2	0	3	3	3	1	3	4	5	2	0	3	3	3	1	3	15.5039989453331	11.4290751829674	16.1742300754617	4.34119200435781	12.3979295391418	21.7345479001325	8.83533561651235	0.590466786909434	8.98041559547397
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	0	0	0	0	0	0	0	0	20.8828194894054	0	0	0	0	3	0	2	3	4	1	1	3	1	3	0	2	4	4	2	1	3	0	3	0	2	3	4	1	1	3	5.96307651743581	8.42142381902861	8.38663781690607	6.20170286336831	6.81886124652797	17.387638320106	2.35608949773663	4.72373429527547	10.1778043415372
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	4	3	0	2	1	4	5	7	5	9	12	1	2	1	0	4	3	2	4	3	0	2	1	4.77046121394865	4.2107119095143	7.78759225855564	3.10085143168415	8.67855067739924	9.93579332577483	0.589022374434157	1.18093357381887	0.598694373031598
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	0	0	0	0	0	15.648494255628	14.6343920221303	18.3330054920468	17.9541282253789	0	0	10.9777315368543	9	7	9	15	13	17	7	2	10	17	16	13	23	23	26	9	4	14	9	7	9	15	13	17	7	2	10	20.2744601592817	16.8428476380572	13.77804784206	19.8454491627786	27.895341463069	24.8394833144371	7.06826849320988	4.72373429527547	13.7699705797268
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	3	2	2	6	1	2	4	1	0	0	0	0	0	0	0	0	5.96307651743581	3.00765136393879	8.9856833752565	3.72102171802098	4.33927533869962	11.1777674914967	2.35608949773663	1.18093357381887	4.78955498425278
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pseudopneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.20306054557552	2.39618223340173	0	1.23979295391418	3.72592249716556	1.17804474886831	2.36186714763773	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	2	1	2	1	2	0	0	0	0	1	1	1	0	2	0	0	0	0	2.9815382587179	1.20306054557552	4.19331890845304	1.86051085901049	3.09948238478544	1.86296124858278	2.35608949773663	1.18093357381887	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rubneri	0	0	0	0	0	0	0	0	0	0	0	0	10	11	4	8	7	13	3	5	3	10	11	4	8	7	13	3	5	3	10	11	4	8	7	13	3	5	3	8.34830712441013	12.0306054557552	5.3914100251539	8.0622137223788	8.05865420044215	11.1777674914967	2.94511187217078	4.13326750836604	3.59216623818959
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0	0	0	216.74694844206	273.12562015438	168.294086343249	353.610389760085	482.265061001626	535.464285780719	115.32362549092	118.818308856218	121.841927790178	56	76	60	124	126	162	33	23	47	231	277	178	339	481	546	118	113	133	56	76	60	126	127	162	33	23	48	299.942748827021	350.692149035263	211.463082097703	412.413240413992	621.136269911003	693.642571555656	143.1324369875	153.521364596453	153.864453869121
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	6	2	3	2	0	1	2	5	3	11	3	5	2	0	1	1	4	3	8	2	3	2	0	0.601530272787758	2.39618223340173	4.96136229069465	4.33927533869962	11.7987545743576	2.35608949773663	6.49513465600377	1.1973887460632
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. A12	0	0	0	29.0695113121625	57.4667265680082	38.5307785042645	41.4691644096251	54.8849508961741	40.6622211099895	33.7852967595835	23.0221142870477	24.5348792928344	9	18	6	12	11	10	8	7	9	9	18	6	12	11	10	8	7	9	9	18	6	12	11	10	8	7	9	19.0818448557946	31.8811044577512	18.5704123088634	23.5664708807996	40.2932710022108	29.8073799773245	14.1365369864198	10.6284021643698	16.1647480718532
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. FDAARGOS_192	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	6	2	4	3	2	1	2	5	1	6	2	4	3	2	1	2	5	1	6	2	4	3	2	1	170.543988398664	199.708050565536	115.016747203283	220.780621935912	361.399646065983	386.253965539497	80.1070429230453	79.7130162327735	85.6132953435185
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. I-G2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1	0	2	1	0	2	3	2	2	1	0	2	1	0	2	3	2	2	1	0	2	1	5.36676886569223	13.2336660013307	11.9809111670087	9.92272458138929	17.3571013547985	11.7987545743576	6.47924611877573	4.72373429527547	7.18433247637918
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. I-P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.329845383128	18.6474384564205	14.3770934004104	14.2639165857471	24.1759626013265	18.6296124858278	8.2463132420782	5.3142010821849	9.57910996850557
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. LPB0220	0	0	0	18.5958087923872	17.1005350302402	0	19.879271915639	17.2220518427908	16.4126766961061	0	0	10.5002610651692	7	10	4	16	15	13	6	4	8	7	10	4	16	15	13	6	4	8	7	10	4	16	15	13	6	4	8	7.75199947266655	7.21836327345309	3.5942733501026	12.4034057267366	11.7780330621847	9.93579332577483	3.53413424660494	2.36186714763773	7.78302684941078
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. NPS 308	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. oral taxon 431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57784591046148	2.40612109115103	4.79236446680347	1.86051085901049	7.43875772348506	6.20987082860927	2.35608949773663	0	1.79608311909479
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	1.19261530348716	1.80459081836327	2.39618223340173	0	3.71937886174253	1.86296124858278	1.17804474886831	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	123900000	123900000	123900000	36.5959218477065	70.1646289758811	42.2846332111796	84.7017882670332	126.263443036622	117.448508177087	31.8513611550757	24.4587134432183	31.022144496515	9	18	6	29	36	34	4	7	9	39	74	43	90	133	120	31	24	32	38	74	43	90	133	120	31	24	32	100.179685492922	155.194810379242	89.856833752565	179.849383037681	285.772275877218	250.878781475815	64.2034388133231	47.8278097396641	64.6589922874126
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	9	15	2	3	0	0	3	5	2	9	15	2	3	0	0	3	5	2	9	15	2	3	0	42.3378432737942	49.3254823685961	37.1408246177269	62.0170286336831	106.002297559662	109.914713666384	24.1499173518004	29.5233393454717	27.5399411594535
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus viridans	0	0	0	36.1876511843984	51.7668861081075	11.9095192983763	36.8022302693479	41.6701179932706	62.0889131570074	16.3114394555446	15.0515000302849	17.8932369336287	22	32	7	25	25	39	12	7	12	34	53	24	38	53	56	22	14	24	22	32	7	25	25	39	12	7	12	24.4486137214868	38.4979374584165	17.3723211921626	30.3883440305047	44.6325463409104	46.5740312145695	15.9036041097222	9.44746859055094	16.7634424448847
Bacteria	Firmicutes	Clostridia	Clostridiales			[Bacteroides] pectinophilus	85900000	85900000	85900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5304585772814	46.9193612774451	33.5465512676243	50.2337931932833	66.3289230344085	71.4135145290066	17.6706712330247	23.6186714763773	16.7634424448847
Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium	2687100000	2687100000	2687100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841.390096610192	1070.72388556221	633.790200734759	1312.28032588873	1790.26102545207	1931.26982769748	516.572622378756	471.782962740638	456.803806623109
Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium CCNA10	362800000	362800000	362800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079.91315730762	1374.49667332003	895.573109733898	1860.51085901049	2482.06549373618	2635.46917966177	637.911231512192	585.152585827249	632.221257921368
Bacteria	Firmicutes	Clostridia	Clostridiales		Intestinimonas	Intestinimonas butyriciproducens	63700000	63700000	63700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220.64176311911	1554.35422488357	910.549248692659	1841.28558013405	2474.6267360127	2682.04321087634	733.92187854496	664.865602060022	644.793839755031
Bacteria	Firmicutes	Clostridia	Clostridiales		Monoglobus	Monoglobus pectinilyticus	481900000	481900000	481900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3431.15422813256	4436.8872920825	2878.41390787383	6376.59088411529	8662.43336899836	9743.90831717081	2042.72959453766	1926.10265889857	2151.70757667556
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter algeriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	1	1	1	1	0	2	0	2	4	1	1	1	1	0	2	0	2	4	1	1	1	1	4.77046121394865	6.61683300066534	4.19331890845304	6.82187314970514	13.6377224930559	11.1777674914967	3.53413424660494	1.18093357381887	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter faecalis	0	0	0	15.0885034074216	15.5036276214895	18.3732210977405	22.1352441942736	25.2595503404527	29.2853014164375	0	0	0	16	16	16	24	27	28	6	9	10	16	16	16	25	27	28	6	9	10	16	16	16	25	27	28	6	9	10	18.485537204051	16.2413173652695	17.3723211921626	27.2874925988205	37.1937886174253	35.3962637230728	8.2463132420782	6.49513465600377	12.5725818336636
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter guelmensis	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	4	5	4	2	1	1	3	1	1	4	5	4	2	1	1	3	1	1	4	5	4	2	1	1	7.15569182092297	6.61683300066534	5.3914100251539	11.163065154063	11.7780330621847	14.2827029058013	3.53413424660494	0.590466786909434	3.59216623818959
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	Caldicoprobacter oshimai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00765136393879	2.99522779175217	0.620170286336831	1.85968943087127	3.72592249716556	0	1.18093357381887	2.39477749212639
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	Catabacter hongkongensis	0	0	0	373.332751410829	443.151908924876	356.592316100786	739.461925237466	903.250261196283	964.257712219479	219.091041506105	214.482196208088	213.893851322368	115	164	124	205	255	290	73	70	68	214	300	215	354	445	496	134	123	128	115	164	124	205	255	290	73	70	68	210.496601065484	279.711576846307	201.878353164096	345.434849489615	454.384117609546	515.41927877457	117.215452512397	117.502890594977	126.324512709667
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella massiliensis	0	0	0	1733.8762555689	2156.94678067367	1362.23192750269	2755.03003762567	3742.3614711579	4118.48162587424	991.613589040029	887.45643881531	1004.8642738981	1707	2120	1402	2856	3865	4225	964	880	994	1717	2133	1413	2862	3897	4243	968	885	1005	1717	2131	1411	2860	3889	4242	966	884	1002	1185.45961166624	1474.95222887558	987.826125719865	2009.97189801767	2745.52149644295	3006.19846812975	647.335589503139	606.409390155988	693.886778343622
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella minuta	0	0	0	558.662785702162	641.988323273499	420.153519573834	891.367182010177	1211.97771592972	1203.19807005532	288.550549618409	301.236170655675	286.501606134393	260	358	184	459	589	609	161	147	140	276	372	194	483	616	643	166	158	150	262	359	185	459	591	612	161	147	141	340.491669145585	446.335462408516	267.773364582644	547.610362835421	715.980430885437	789.895569399099	183.185958449023	181.273303581196	186.193950012827
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella sp. Marseille-P3954	0	0	0	1673.01356155518	2051.33430000044	1414.43211370143	2820.68130104488	3435.37930773679	3939.14690489159	979.463641234567	870.031110699784	968.541124616567	1599	1951	1324	2685	3304	3715	918	801	938	1599	1953	1324	2686	3306	3716	918	801	938	1599	1953	1324	2685	3306	3715	918	801	938	992.255932501318	1222.30951430472	823.088597173496	1719.11203372569	2128.72450187064	2376.51756610877	556.626143840278	491.858833495558	581.930930586713
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	Christensenella timonensis	0	0	0	149.99246877025	217.820479400458	121.117413383915	206.741019187942	242.45495716911	214.779840449861	95.1740696164235	77.1409025034185	103.422151897352	559	600	415	894	1134	1095	318	295	269	559	601	415	894	1137	1095	318	295	269	559	601	415	894	1136	1095	318	295	269	491.357505036711	556.415502328676	386.38438513603	787.616263647775	1018.4899116405	1038.29040254347	265.649090869805	258.624452666332	253.846414165398
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus crotonatoxidans	0	0	0	108.321411258982	166.686538056981	96.1471358514649	181.253826897866	268.691490622938	247.058428542084	84.2614220246994	63.944275405984	75.9893187718411	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	0	0	0	15.5039989453331	16.2413173652695	11.9809111670087	18.6051085901049	32.8545132787257	26.0814574801589	6.47924611877573	3.5428007214566	5.98694373031598
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	14.9076912935895	16.8428476380572	13.1790022837095	14.2639165857471	34.0943062326399	28.5654058116027	7.65729086764404	4.13326750836604	7.18433247637918
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus namsaraevii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75199947266655	6.61683300066534	5.3914100251539	3.72102171802098	9.29844715435633	12.4197416572185	2.35608949773663	1.7714003607283	3.59216623818959
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus peptidifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75199947266655	6.61683300066534	4.79236446680347	3.10085143168415	9.29844715435633	13.6617158229404	2.35608949773663	1.7714003607283	3.59216623818959
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	Alkaliphilus transvaalensis	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	8.34830712441013	8.42142381902861	7.78759225855564	8.68238400871563	21.076480216541	16.1456641543841	5.30120136990741	2.36186714763773	4.19086061122119
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaeromicrobium	Anaeromicrobium sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.80459081836327	2.39618223340173	0	0	3.10493541430464	0.589022374434157	0	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Brassicibacter	Brassicibacter mesophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96307651743581	0.601530272787758	4.79236446680347	4.34119200435781	1.23979295391418	4.34690958002649	1.17804474886831	1.18093357381887	2.39477749212639
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Brassicibacter	Brassicibacter thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.5938416917939	76.3943446440452	58.1074191599921	95.5062240958719	141.956293223173	165.803551123868	31.8072082194445	27.7519389847434	37.7177455009907
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus faecihominis	0	0	0	518.966495898953	553.013790637519	378.45588801808	639.249117423379	862.167536188072	1052.9149093373	249.354509140612	262.183300943902	267.125757769247	1151	1379	908	1660	2292	2454	635	592	649	1151	1384	910	1667	2299	2459	637	595	651	1151	1383	910	1664	2298	2458	637	594	651	752.540256500399	911.919893546241	587.663692741775	1124.36872912867	1555.32026068534	1651.20465332721	415.849796350515	385.57481185186	427.467782344561
