superkingdom	phylum	class	order	family	genus	Zymo_6323_WGS_kraken2_ONT_MONT	Zymo_6323_WGS_kraken2_ONT_ONT	Zymo_6323_WGS_kraken2_ONT_PB	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_1_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_2_D6323	FR_PB_V1_V9_ONT_EMU_EMU_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_BestAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_RandAln_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_LCA_EMUdb_3_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_MONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_ONT_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_1_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_2_D6323	FR_PB_V1_V9_ONT_minitax_SpeciesEstimate_EMUdb_3_D6323
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78892295523074	0.601530272787758	0	5.58153257703148	2.47958590782835	1.86296124858278	0	0.590466786909434	1.1973887460632
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flexibacteraceae	Flexibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus Melainabacteria	unassigned	Vampirovibrionales	unassigned	Vampirovibrio	0	0	0	747.840073868285	1001.23750680231	629.793524196042	1285.45880035419	1722.63393202883	1766.47334749602	452.536954029674	425.857305105358	467.016453945351	687	949	584	1234	1691	1738	428	397	426	689	951	585	1239	1701	1750	430	397	429	689	951	585	1238	1699	1748	430	397	429	415.030125613532	576.86753160346	352.837833868405	779.554049925396	1067.46173332011	1101.63108499528	256.813755253292	235.596247976864	258.63596914965
Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	0	0	0	0	0	0	14.1892131882266	13.9788906062282	19.479697332796	0	0	0	15	22	17	53	52	60	14	8	16	16	22	17	54	55	61	14	8	16	16	22	17	53	52	60	14	8	16	13.7150759901024	14.4367265469062	11.3818656086582	40.311068611894	39.6733745252537	39.1221862202384	8.2463132420782	5.3142010821849	9.57910996850557
Bacteria	Cyanobacteria	unassigned	Chroococcales	Chroococcaceae	Gloeocapsa	0	0	0	0	0	0	0	0	0	0	0	0	8	9	3	9	9	12	2	5	8	8	9	3	9	9	12	2	5	8	8	9	3	9	9	12	2	5	8	6.55938416917939	6.01530272787758	2.39618223340173	9.92272458138929	7.43875772348506	8.07283207719205	1.76706712330247	3.5428007214566	4.78955498425278
Bacteria	Cyanobacteria	unassigned	Nostocales	Calotrichaceae	Calothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	2	2	0	2	1	1	1	3	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Nostocales	Nostocaceae	Anabaena	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	6	4	3	0	0	2	4	4	4	8	6	4	0	1	2	3	4	2	6	4	3	0	0	2	2.9815382587179	2.40612109115103	4.19331890845304	8.68238400871563	8.67855067739924	3.72592249716556	0	2.95233393454717	1.1973887460632
Bacteria	Cyanobacteria	unassigned	Nostocales	Nostocaceae	Cylindrospermum	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	2	2	3	2	0	0	0	0	0	2	2	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Nostocales	Nostocaceae	Trichormus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Nostocales	Rivulariaceae	Rivularia	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	7	6	1	3	2	3	2	2	3	7	6	1	3	2	3	2	2	3	7	6	1	3	2	2.9815382587179	1.80459081836327	1.19809111670087	4.34119200435781	4.95917181565671	3.72592249716556	0.589022374434157	1.7714003607283	1.1973887460632
Bacteria	Cyanobacteria	unassigned	Nostocales	Symphyonemataceae	Loriellopsis	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Gomontiellaceae	Crinalium	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	0	1	0	1	2	2	1	1	1	0	1	0	1	2	2	1	0	1	0	1	0	1	1.19261530348716	3.60918163672655	2.39618223340173	3.72102171802098	1.23979295391418	3.10493541430464	1.76706712330247	0	1.79608311909479
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	Aerosakkonema	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	5	6	1	0	1	1	3	1	1	5	6	1	0	1	1	3	1	1	5	6	1	0	1	0.596307651743581	1.80459081836327	0.599045558350434	0.620170286336831	3.09948238478544	4.34690958002649	0.589022374434157	0	0.598694373031598
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	Moorea	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	1	0	0	2	2	0	1	1	0	1	0	0	2	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	Okeania	0	0	0	0	0	0	0	14.0080859203015	16.008466309803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Oscillatoriales	Oscillatoriaceae	Oscillatoria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Pleurocapsales	Dermocarpellaceae	Stanieria	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2	7	9	8	3	0	4	5	6	2	7	9	8	3	0	4	5	6	2	7	9	8	3	0	4	2.9815382587179	2.40612109115103	0.599045558350434	2.48068114534732	3.71937886174253	4.34690958002649	0.589022374434157	0	1.79608311909479
Bacteria	Cyanobacteria	unassigned	Synechococcales	Leptolyngbyaceae	Leptolyngbya	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unassigned	Synechococcales	Prochloraceae	Prochlorococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0.596307651743581	0.601530272787758	0	2.48068114534732	3.09948238478544	3.10493541430464	1.17804474886831	0	0
Bacteria	Cyanobacteria	unassigned	Synechococcales	Prochlorotrichaceae	Halomicronema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.20306054557552	1.19809111670087	3.72102171802098	4.95917181565671	4.34690958002649	0	1.18093357381887	0
Bacteria	Cyanobacteria	unassigned	Synechococcales	Synechococcaceae	Cyanobium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	5	1	1	0	0	1	0	4	5	5	1	2	0	0	1	0	2	3	5	1	1	0	2.9815382587179	3.60918163672655	3.5942733501026	6.20170286336831	5.5790682926138	7.45184499433113	0.589022374434157	1.7714003607283	1.79608311909479
Bacteria	Cyanobacteria	unassigned	Synechococcales	Synechococcaceae	Synechococcus	0	0	0	0	0	0	0	0	0	0	0	0	10	6	8	9	12	19	5	4	7	12	8	10	13	20	27	6	6	7	10	6	8	9	12	19	5	4	7	16.6966142488203	15.0382568196939	14.9761389587608	31.0085143168415	39.0534780482966	41.6061345516821	4.1231566210391	8.26653501673207	8.98041559547397
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	0	0	293.731617440743	221.203226755427	238.476170355419	126.29719809082	221.15401128438	311.169134253228	218.528026717829	53.0676918142387	187.408354841994	31	21	23	21	23	30	22	7	13	286	215	231	117	212	298	218	49	178	46	28	37	21	32	39	27	7	20	775.199947266655	568.446107784431	612.823606192493	316.90701631812	570.924655277479	793.621491896265	586.077262561986	119.864757742615	490.330691512879
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5	1	1	1	2	1	1	0	1	6	1	1	1	2	1	1	0	1	5	1	1	1	2	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Numidum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	1	0	1	0	1	0	1	2	0	1	0	1	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	2	3	2	0	2	0	2	1	1	2	3	2	0	2	0	2	1	1	2	3	2	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	0	0	0	120.143839286185	79.072416758181	79.1062644677953	65.0463278062343	89.8164695482172	114.060718221431	72.3459710499473	29.0561058596539	68.1536202680173	10	6	11	3	9	14	7	0	10	113	71	77	59	88	102	72	23	67	111	68	76	54	81	100	69	19	66	163.984604229485	110.681570192947	108.427246061428	91.1650320915141	132.03794959186	156.488744880954	103.667937900412	30.1138061323811	92.1989334468661
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	2.38523060697432	1.20306054557552	0.599045558350434	2.48068114534732	2.47958590782835	1.86296124858278	0.589022374434157	0	1.1973887460632
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	0	0	15.0399057991154	0	0	25.6606704240118	29.6563201246424	34.549686099997	0	0	0	9	10	7	33	33	37	19	11	14	13	17	11	39	46	58	21	16	16	9	11	7	34	33	37	19	11	14	30.4116902389226	38.4979374584165	26.3580045674191	68.8389017833882	101.663022220963	120.47149407502	31.8072082194445	21.2568043287396	13.7699705797268
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	4	5	12	5	3	3	1	4	2	4	5	12	5	3	3	1	3	2	4	5	12	5	3	3	1.19261530348716	5.41377245508982	1.19809111670087	1.86051085901049	1.85968943087127	8.69381916005298	2.94511187217078	0.590466786909434	1.79608311909479
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	0	0.599045558350434	0	3.09948238478544	1.86296124858278	0	3.5428007214566	0
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Auricoccus	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	4	0	0	0	0	1	1	0	0	4	0	0	0	0	1	1	0	0	2.38523060697432	0	0	0	2.47958590782835	3.10493541430464	1.76706712330247	1.18093357381887	1.79608311909479
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	0	0	0	0	0	0	0	25.7626627308846	21.4621324385972	0	0	0	5	2	0	10	20	19	6	11	7	14	12	5	38	52	44	21	25	15	5	2	0	10	20	19	6	11	7	50.0898427464608	55.9423153692615	41.3341435261799	173.647680174313	218.823456365852	180.70724111253	82.463132420782	77.3511490851358	52.086410453749
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0	0	0	109.627952518573	97.0732632749978	112.116023683209	92.0275748468141	114.070291491089	138.072302450642	97.2482773921118	48.409852335153	74.161600623364	24	19	18	31	36	41	20	14	21	116	93	114	78	107	130	83	36	82	82	67	76	57	77	98	61	25	58	194.992602120151	153.390219560878	197.085988697293	119.692865263008	171.711324117114	226.039298161377	126.639810503344	54.9134111825773	141.291872035457
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella	0	0	0	352.515035249627	472.180024646104	274.785718392041	594.770150350609	669.356976630757	707.244794937639	219.356171045503	214.025654234416	241.137599002592	150	219	123	240	254	292	86	98	104	201	265	161	296	340	381	116	123	128	183	252	151	274	314	346	111	116	119	156.828912408562	197.301929474385	126.997658370292	237.525219667006	283.292689969389	298.073799773245	95.4216246583334	98.6079534138754	92.7976278198977
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	4	6	5	1	2	0	4	3	0	4	6	5	1	2	0	4	3	0	4	6	5	1	2	0	11.9261530348716	11.4290751829674	7.78759225855564	15.5042571584208	25.4157555552406	16.766651237245	5.89022374434157	5.3142010821849	5.98694373031598
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Salinithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1.20306054557552	1.19809111670087	0.620170286336831	1.85968943087127	5.58888374574834	0.589022374434157	1.18093357381887	0.598694373031598
Bacteria	Firmicutes	Bacilli	Bacillales	unassigned	Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	3	10	4	5	17	11	4	9	3	3	12	4	5	19	13	4	9	3	3	10	4	5	17	11	4	9	3	1.78892295523074	12.0306054557552	2.39618223340173	8.68238400871563	16.1173084008843	14.2827029058013	15.3145817352881	5.3142010821849	3.59216623818959
Bacteria	Firmicutes	Bacilli	Bacillales	unassigned	Gemella	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	2	2	1	0	0	2	0	0	0	2	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	6	6	3	0	1	0	6	6	2	6	8	3	0	1	1	5	6	1	6	6	3	0	1	0	4.77046121394865	4.2107119095143	2.39618223340173	3.72102171802098	5.5790682926138	1.86296124858278	0	0.590466786909434	1.79608311909479
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2	5	6	11	2	1	3	5	6	2	5	6	12	2	1	3	5	6	2	5	6	11	2	1	3	2.38523060697432	3.60918163672655	1.19809111670087	2.48068114534732	3.09948238478544	5.58888374574834	1.17804474886831	0	1.1973887460632
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	2	1	1	1	1	0	1	1	0	3	1	1	1	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0	0	0	149.892021824363	115.114277133514	125.345277061206	61.0434740452392	101.328694035656	150.788540453529	125.319920412832	24.0464932530522	95.2086887569816	59	47	49	19	33	57	43	12	33	148	113	125	61	96	145	123	25	92	145	108	121	58	89	133	121	24	91	229.578445921279	171.436127744511	198.883125372344	101.087756672903	159.933291054929	231.007194824265	197.322495435443	33.0661400669283	148.476204511836
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	3.78e+08	3.78e+08	3.78e+08	696.354257803502	896.380765672327	572.79465832794	1108.5424057168	1420.01823765977	1618.90416246515	494.077315198811	452.022227539206	511.545866334337	710	878	546	1039	1273	1456	462	483	504	760	955	594	1106	1342	1551	499	503	543	732	909	566	1068	1296	1490	476	490	520	750.155025893425	961.846906187625	635.58733740981	1115.06617483362	1369.35131759821	1573.58126796959	491.244660278087	470.011562379909	531.041908879027
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	0	0	0	161.202885111204	108.099092161995	132.775408861553	82.1320016765929	134.129776899916	160.069350158778	111.214835438931	25.048437787276	89.1943515438373	35	27	28	21	37	47	23	8	27	155	104	128	78	124	147	110	22	85	153	102	128	76	119	142	107	22	85	198.570448030612	131.735129740519	159.346118521215	101.70792695924	160.553187531886	178.223292781086	126.639810503344	23.6186714763773	101.778043415372
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	4	3	3	3	3	1	0	0	1	4	5	3	2	3	0	0	0	0	4	3	7.75199947266655	8.42142381902861	6.58950114185477	0.620170286336831	0	1.24197416572185	3.53413424660494	7.0856014429132	4.19086061122119
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	3	0	0	0	2	3	1	1	3	5	2	1	0	3	2	0	1	2	3	0	0	0	2	2.9815382587179	1.80459081836327	0.599045558350434	3.72102171802098	6.81886124652797	4.96789666288742	4.1231566210391	0	2.99347186515799
Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	1	4	1	0	1	12	6	4	7	11	10	3	1	1	5	2	3	0	1	4	1	0	1	26.2375366767176	10.8275449101796	5.99045558350434	25.4269817398101	34.714202709597	21.7345479001325	7.06826849320988	2.36186714763773	0.598694373031598
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	75700000	75700000	75700000	35.0345219590045	82.0748095392904	37.0497676380686	69.71194514054	121.072137781841	117.001201944111	19.036749808188	42.0813631954575	34.0742466604536	10	17	12	12	25	35	5	9	9	34	81	37	66	121	116	19	42	34	34	80	37	66	121	116	19	42	34	62.612303433076	156.397870924817	57.5083736016416	122.793716694692	243.619315444136	199.957840681219	37.1084095893519	73.8083483636792	64.060297914381
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	123900000	123900000	123900000	696.532016030182	709.929989604602	585.609959539966	726.517465573441	989.619940626685	1172.62094295035	459.915626847649	238.480584250012	423.923995292491	445	431	395	421	490	624	330	125	302	712	749	608	755	1031	1191	475	260	447	478	488	434	491	589	716	359	142	329	1175.3223815866	1326.37425149701	953.68052889389	1387.94110082183	2167.77797991894	2341.74228946856	652.636790873046	512.525171037388	667.544225930232
Bacteria	Firmicutes	Clostridia	Clostridiales			3135800000	3135800000	3135800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1964.8337124951	2492.13992015968	1562.90986173628	3223.02497809251	4338.65544222266	4638.15252188827	1172.15452512397	1080.55422004426	1105.78850698936
Bacteria	Firmicutes	Clostridia	Clostridiales		Intestinimonas	63700000	63700000	63700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1220.64176311911	1554.35422488357	910.549248692659	1841.28558013405	2474.6267360127	2682.04321087634	733.92187854496	664.865602060022	644.793839755031
Bacteria	Firmicutes	Clostridia	Clostridiales		Monoglobus	481900000	481900000	481900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3431.15422813256	4436.8872920825	2878.41390787383	6376.59088411529	8662.43336899836	9743.90831717081	2042.72959453766	1926.10265889857	2151.70757667556
Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	0	0	0	15.0885034074216	15.5036276214895	18.3732210977405	22.1352441942736	25.2595503404527	29.2853014164375	0	0	0	19	19	17	30	36	33	9	11	12	19	19	17	31	36	33	9	11	12	19	19	17	31	36	33	9	11	12	30.4116902389226	32.4826347305389	29.9522779175217	45.8926011889255	64.4692336035372	64.5826566175364	15.3145817352881	9.44746859055094	22.7503861752007
Bacteria	Firmicutes	Clostridia	Clostridiales	Catabacteriaceae	Catabacter	0	0	0	373.332751410829	443.151908924876	356.592316100786	739.461925237466	903.250261196283	964.257712219479	219.091041506105	214.482196208088	213.893851322368	115	164	124	205	255	290	73	70	68	214	300	215	354	445	496	134	123	128	115	164	124	205	255	290	73	70	68	210.496601065484	279.711576846307	201.878353164096	345.434849489615	454.384117609546	515.41927877457	117.215452512397	117.502890594977	126.324512709667
Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	0	0	0	4115.54507159648	5068.08988334807	3317.93497416187	6673.81953986867	8632.17345199352	9475.606441271	2354.80184950943	2135.86462267419	2363.32915654641	4125	5029	3325	6894	8892	9644	2361	2123	2341	4151	5059	3346	6925	8956	9697	2370	2139	2362	4137	5044	3335	6898	8922	9664	2363	2127	2350	3009.56471834985	3700.0127079175	2465.07247261203	5064.31055822656	6608.71634083952	7210.90200618109	1652.79678266224	1538.16597989907	1715.85807310856
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus	0	0	0	108.321411258982	166.686538056981	96.1471358514649	181.253826897866	268.691490622938	247.058428542084	84.2614220246994	63.944275405984	75.9893187718411	1	2	1	1	4	1	0	0	0	2	4	1	3	5	1	0	0	0	1	2	1	1	4	1	0	0	0	54.2639963086658	54.739254823686	43.1312802012312	48.3732823342728	106.622194036619	96.8739849263046	24.1499173518004	13.580736098917	24.5464692942955
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Anaeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19261530348716	1.80459081836327	2.39618223340173	0	0	3.10493541430464	0.589022374434157	0	1.79608311909479
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Brassicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.5569182092297	76.995874916833	62.8997836267955	99.8474161002297	143.196086177087	170.150460703894	32.9852529683128	28.9328725585622	40.1125229931171
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	0	0	0	567.086140799759	612.469667880396	414.22902354098	699.759100128234	936.980184553987	1143.07843995747	275.696820471836	288.869941480957	294.022066724558	1216	1484	965	1781	2418	2613	669	647	699	1218	1490	968	1789	2429	2620	674	651	703	1216	1488	967	1785	2424	2617	671	649	701	831.252866530552	1028.61676646707	652.360613043622	1253.36414868673	1711.53417287852	1828.18597194257	457.081362560906	435.764488739162	476.560720933152
