species	Zymo_6323_WGS_kraken2_ONT	PRMT_FM1_FR_MONT_20240807_bc25_D6323	PRMT_FM2_FR_MONT_20240807_bc26_D6323	PRMT_FM3_FR_MONT_20240807_bc27_D6323	PRMT_FO1_FR_ONT_20240807_bc10_D6323	PRMT_FO2_FR_ONT_20240807_bc11_D6323	PRMT_FO3_FR_ONT_20240807_bc12_D6323	PRMT_FP1_FR_PB_20240807_bc40_D6323	PRMT_FP2_FR_PB_20240807_bc41_D6323	PRMT_FP3_FR_PB_20240807_bc42_D6323
Desulfovibrio fairfieldensis	3816	21.274816864114	30.5867157908248	11.138324524698	0	0	14.0650437755324	0	19.883140625552	11.0018412817863
Desulfovibrio vulgaris	0	28.2253593252827	48.3388125246731	17.4773429334541	0	0	17.9162823564926	25.0152885352081	19.4283819482954	16.7446565776565
Dialister invisus	11412	365.440215787323	480.440000354268	342.826898090637	633.451161395356	865.411694845359	975.47971785017	204.394576887913	171.347661158682	215.420257817677
Dorea formicigenerans	99351	1837.70476769662	2423.2131751057	1482.59970958303	2628.69524769066	3713.07125376398	4003.37438044278	1055.97111811772	1101.06273546991	1108.58391113263
Dorea longicatena	229113	4843.61469915965	6347.53958437696	3918.23312075768	7151.12151549769	9769.19063537459	10211.7483908645	2823.66282494995	2745.40884948209	2918.11888359435
Drancourtella massiliensis	0	17.9634164114721	24.064208548987	11.0783291266857	31.6819311099761	48.7912700948385	45.0667922347786	10.5381787083826	0	13.9849058308279
Duodenibacillus massiliensis	0	80.096485652265	128.992114788443	79.106260632633	74.0527419183902	97.057828813901	103.054576724584	117.226301450421	86.1311438573893	77.1681468486742
Dysosmobacter welbionis	68031	3504.55214834702	4281.81269336533	2883.85364442759	5641.96530098824	7347.69067379548	7762.30286275995	1975.71136106853	1891.59385372838	2049.88817397841
Eggerthella lenta	16263	0	25.0283314916693	0	0	0	0	0	14.0284783853999	0
Eisenbergiella massiliensis	32022	126.996457728565	134.975526426931	86.0868516214096	189.943555644488	205.978369971666	261.560178909072	67.9497627563819	74.8838879489732	72.3358417181681
Eisenbergiella tayi	10593	1059.70058101995	1298.10058079801	850.29918129097	1429.70477514531	1893.02688275019	2021.29146286871	623.734863767361	584.433855461192	660.962880190155
Emergencia timonensis	0	205.282591783363	283.131373764282	209.79544637951	256.695660339834	350.810828837411	348.751994166046	158.247427948512	131.904805824551	131.145319730415
Enorma massiliensis	11727	39.0423066512082	50.0474715864349	18.0242112900266	0	0	0	0	13.0251838454033	20.0436745061492
Enterobacter asburiae	0	0	0	0	23.7921880694301	23.9969610697673	35.7400004566025	0	0	0
Enterocloster aldensis	0	16.3944359002678	14.9104763025869	16.1483915072108	22.5052027536785	35.7744426283596	33.378516002872	0	18.9122687486273	0
Enterocloster bolteae	0	2143.44295882987	2826.55936439783	1700.34994085355	3406.17725977976	4271.43824861593	4867.99181788094	1338.95943151087	1231.2926379622	1254.07129867945
Enterocloster citroniae	0	144.788574415518	190.659538355807	109.396455559599	245.294094859528	297.523234453413	326.424849636438	77.3221518117282	74.5986435692923	75.8813110990301
Enterocloster clostridioformis	0	113.130347936936	136.571834644609	85.5425047451055	228.86415532565	254.853451835552	329.245347293737	72.0617606692251	65.992982527397	81.7652232875346
Enterocloster lavalensis	0	37.6852377266984	49.6182559276589	26.2248880743741	59.5142281764578	62.2337128214976	101.514762906446	21.3238588915138	24.3245234793115	30.0024961567021
Enterococcus cecorum	0	23.4459476839939	16.0218526465065	15.0422804617401	0	17.0850975498382	22.0116634190027	15.1187704977291	0	13.0283884289975
Enterococcus faecalis	0	126.446074140369	99.0924244870078	110.302996599465	61.0434740452392	84.2435964858177	128.776877034526	110.201149915103	24.0464932530522	82.1803003279842
Ercella succinigenes	0	42.2619139854865	62.68989525231	40.6754370727238	66.661680037185	104.950485019557	131.245661179815	23.5288591205165	31.5497781491693	36.8184159910106
Erysipelatoclostridium ramosum	0	0	0	0	22.8466834360713	19.871932705784	20.7683682088245	0	0	0
Erysipelotrichaceae bacterium GAM147	0	549.218584869092	710.541037904254	378.620545248066	1237.65835465795	1601.60628593178	1632.43113064041	805.511431641264	870.420770368244	646.137876188034
Erysipelotrichaceae bacterium I46	0	0	0	0	24.8348594648203	18.2027891628512	33.0395598844893	0	27.933820738523	0
Escherichia coli	16848	265.924812520848	507.160990883628	217.240026257832	283.671977698333	413.61883989606	467.1135896313	214.631511298231	61.6461452107032	162.103959238966
Ethanoligenens harbinense	0	16.7354691554337	0	0	26.180855426418	32.2738150817151	25.7979415853324	0	0	0
Eubacterium coprostanoligenes	0	1733.69875438493	2464.12320075311	1431.7364358141	3017.30281157916	4583.86413771684	4379.73721674698	976.591208669063	1135.36653454429	1073.65228583429
Eubacterium limosum	0	0	0	0	27.5405059638262	33.3848522388284	37.9339711698252	0	0	0
Eubacterium oxidoreducens	0	295.062142592062	421.776169490356	229.614572158504	425.343684426827	566.659909058401	636.536674156152	203.51295712931	217.00728042206	233.535902120221
Eubacterium ramulus	84060	1272.51923301261	1762.0885728751	1114.18406749935	1966.98956184745	2834.33186891922	2814.06630357401	815.908839455147	819.960094750313	775.610511970818
Eubacterium uniforme	0	36.2999581660113	44.4136591092032	47.0079798522838	31.3689797200626	47.1144671481766	39.1859415665146	27.4114231530002	16.1963045331926	22.5891071254819
Eubacterium ventriosum	0	466.139542151731	634.429357401514	427.516404895755	774.590248878611	1001.46127636302	1051.183355443	286.464056163183	298.510036476521	291.33874975202
Eubacterium xylanophilum	0	2822.34321382416	3779.68464609126	2344.61322571649	4594.28368511265	5753.01964971682	6265.56023431758	1743.47132960272	1677.80112304839	1862.25223038685
Evtepia gabavorous	20970	0	0	0	0	0	0	0	0	0
Extibacter muris	0	0	0	0	11.1120892558403	15.610170884272	16.2479501013821	0	0	0
Faecalibacterium phage FP_Taranis	2664	0	0	0	0	0	0	0	0	0
Faecalibacterium phage FP_Toutatis	3708	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii	1903347	40619.6061206915	50441.7636948247	33860.2780423865	66543.0549293478	87431.1231301488	95587.574836267	24077.2020873404	22071.17055862	24126.9046950883
Faecalicatena contorta	6696	492.487187110404	646.29073163051	413.115264341432	766.114366477652	855.810726335647	1014.82591975904	273.222841311407	255.586499358096	273.954278382544
Faecalicatena fissicatena	0	1613.46344592509	2103.99376094362	1235.08688823424	2171.10319504402	3133.48290881336	3288.5364904927	989.657879912141	952.039032422105	954.636626826764
Faecalicatena orotica	0	479.665923573193	649.11627193536	377.899503180614	694.511617458406	931.596508043715	1062.51643446093	326.568326579982	360.738680529323	365.292677870236
Faecalicoccus acidiformans	0	47.9435487966782	39.3268989504587	36.5029619155817	110.929406235237	121.61786535476	83.3234788576061	74.6312625850455	61.7982323408747	68.0114213826435
Faecalimonas umbilicata	0	2103.51391039885	2687.77162797289	1630.33594877503	3149.69780880495	4320.31694495017	4502.75888187235	1238.364666399	1253.64050964932	1293.84845124997
Faecalitalea cylindroides	0	0	25.5669648289859	0	15.1750112248839	23.7267883999161	22.2020247092206	22.3477381426739	13.1847757522664	0
Falcatimonas natans	0	356.818335671582	460.214968047937	309.026169527319	575.320988352407	788.044957033689	834.751712710271	304.119860819205	314.603266761297	276.844788722404
Firmicutes bacterium AF25-13AC	404010	0	0	0	0	0	0	0	0	0
Firmicutes bacterium AM31-12AC	9306	0	0	0	0	0	0	0	0	0
Firmicutes bacterium AM55-24TS	286119	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:103	23850	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:124	209934	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:170	8964	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:176	19152	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:194	224946	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:24053_14	8514	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:424	5886	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:83	60084	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:94	7695	0	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:95	4851	0	0	0	0	0	0	0	0	0
Firmicutes bacterium OM08-11AC	41265	0	0	0	0	0	0	0	0	0
Firmicutes bacterium TM09-10	119079	0	0	0	0	0	0	0	0	0
Flavonifractor plautii	0	590.561788173426	715.488762824605	522.763398842224	944.747210323698	1189.53000269056	1327.69996359885	381.685338430815	354.747754390311	377.203790637555
Flintibacter butyricus	0	43.2185195723105	52.4596124524747	37.1100906547018	68.9863500047677	100.802068315676	83.866950675583	38.6708528827131	28.0263050896081	29.9584066617717
Flintibacter sp. KGMB00164	0	987.044112752623	1204.61502679939	783.943945769072	1385.53559849082	1900.55227557706	2022.57043233423	562.236486096563	558.919914022178	558.381066152036
Fournierella massiliensis	0	77.741804538672	90.4983005153514	60.5328693636375	89.0944235139976	139.016605607484	151.52395274579	41.2569295947376	33.3678565741276	48.6338483198456
Frisingicoccus caecimuris	9000	1160.10058955389	1498.84832296636	950.302536221412	1799.17247591522	2391.57190316654	2600.54447869606	786.411023946785	778.529622200739	837.716226914044
Fusicatenibacter saccharivorans	810396	14497.9142589363	18258.6676101054	11720.3614313936	21883.353919118	28740.5072156349	31396.7752062976	8419.16111143177	8375.28609919262	8501.75555288571
Fusobacterium nucleatum	0	33.0398006545151	29.026583354737	26.034971853778	21.0154775261501	18.0107311201053	30.0158961241275	19.036749808188	0	17.0371233302268
Fusobacterium varium	0	21.0253274836542	0	0	0	14.0083464267486	13.0068883204553	0	0	0
Gabonia massiliensis	3402	10.0205195812734	0	0	10.0120284731627	0	0	0	0	0
Gemmiger formicilis	219420	14676.4246248927	18712.8970925684	12297.4508883816	24201.2071766941	31943.9671517103	34865.4373509353	8590.14954610522	8036.43793923679	8615.50459472183
Geosporobacter ferrireducens	0	18.7336268362152	20.0649438871599	20.0791244064033	41.5875905010732	55.9279682979409	48.0145530275531	0	0	0
Gloeobacter violaceus	0	0	0	0	14.1892131882266	13.9788906062282	19.479697332796	0	0	0
Gordonibacter pamelaeae	8298	0	0	0	0	0	0	0	0	0
Gottschalkia purinilytica	0	22.3056876145752	16.0373227603858	0	34.9843141697078	58.0567912182591	45.5393653273039	20.7650915833431	0	0
Gracilibacter thermotolerans	0	20.9316889240411	27.6497612694059	21.1913572883322	36.0146189360143	47.6676795808278	66.0196163171018	13.8120988002924	15.1491573443343	24.9268243173585
Haemophilus parainfluenzae	0	0	0	0	31.0221009093008	47.0280201469417	56.0296727650381	0	0	0
Harryflintia acetispora	0	110.450167407685	111.91466303271	93.3138773601601	188.132604554858	248.288888592414	230.705731384039	71.1684990641833	63.2540735926018	46.8248551185131
Herbinix luporum	0	0	0	0	0	10.3056237043448	0	0	0	0
Hespellia porcina	0	0	0	0	0	0	10.6396139256807	0	0	0
Hespellia stercorisuis	0	41.3380473440133	70.4446228510192	39.1456716844407	64.4615269762956	86.1821425389146	114.295233939111	32.1020964303822	24.7551852198753	32.0368964632201
Holdemania filiformis	14877	0	14.0125006393933	0	25.0153469013023	25.0149691102106	30.0755212354232	13.0251435998811	22.7869791434493	15.1896446732243
Hungateiclostridiaceae bacterium KB18	0	0	11.9184097923596	0	14.9314375808005	26.0065553352798	33.0136669688765	22.4302497015272	0	0
Hungateiclostridium aldrichii	0	858.41471844853	1231.78369540037	758.575938238259	1220.08105939283	1598.53258470135	1833.5011065089	500.146354735342	581.590173545365	598.819559127489
Hungateiclostridium alkalicellulosi	0	29.1999240993849	41.6837372461532	20.8939475693576	56.5190158030904	74.8741214015427	84.7908757110995	0	18.3060211819773	12.8414297520064
Hungateiclostridium cellulolyticum	0	272.342474915385	350.89345323145	224.289229784248	346.275179191899	401.006224139341	466.356675516015	134.852753564066	132.508698691137	169.567633684402
Hungateiclostridium clariflavum	0	550.261656337328	760.426020226386	490.343004305556	1033.07893071406	1381.42033491077	1412.57990435371	340.869938077425	324.914049695628	335.185101774178
Hungateiclostridium saccincola	0	16.4465313184314	25.8319234687982	11.9881307656425	13.9462931267513	16.6063043531974	21.0835207916372	0	0	0
Hungateiclostridium straminisolvens	0	243.928891501082	301.964205819949	195.920583993361	403.371487644032	552.565042104542	579.822759364781	154.992294276087	144.945264560112	189.657368956186
Hungateiclostridium thermocellum	0	93.7717563144351	119.711935076705	82.6723004844796	201.488049422198	243.389644892133	241.837229800709	62.2951683825669	74.2237776040327	62.4916387198447
Hungatella effluvii	0	76.8369275993674	95.7115731155697	77.797660108109	146.970653990756	148.642710070875	193.104781584737	52.9597807683691	40.7345201739174	52.2217193474611
Hungatella hathewayi	3600	1184.98014036163	1511.10286215331	938.480480546409	1816.66682685372	2403.37490010181	2513.83864959435	731.046824582931	692.746605350954	720.958503816018
Hungatella xylanolytica	0	168.612653703332	242.33682930933	156.441746673365	171.324427561979	200.563776107543	251.593400006609	123.350652351582	105.155557694238	109.540649929608
Hydrogenispora ethanolica	0	25.0301542580542	21.9161341406332	23.8516113035324	34.0243168037466	51.9892995825774	47.9882924070087	0	0	16.0349396052989
Hydrogenoanaerobacterium saccharovorans	0	98.8028841818467	102.517195365255	86.1176711737035	197.029328865395	212.74669289291	266.129845852999	68.6934946694559	55.5878327199199	54.2586820175957
Ihubacter massiliensis	0	354.53929692167	438.359742210046	240.447105791495	491.090079355037	578.714277102466	646.379361375917	196.458584097905	162.848823993781	208.582646575208
Intestinibacillus massiliensis	0	51.1460666368585	59.9391141063551	38.1404460419904	80.9086033750069	117.646832771464	113.465850831085	25.6227303411815	24.6074066863521	35.364649967496
Intestinibacter bartlettii	0	193.094034954932	251.282524622169	114.643344514025	716.139772112305	951.974275725062	1016.12921038874	255.849660994434	262.140510653523	252.284982521388
Intestinimonas butyriciproducens	5733	1109.3802253322	1465.28242258142	848.951351032509	1623.89775114546	2157.98588220477	2293.89495016415	705.869915578543	584.394294286856	643.314947648504
Intestinimonas massiliensis	17613	0	0	0	0	0	0	0	0	0
Jonquetella anthropi	0	12.1254397335132	17.1115040471288	0	14.1372173634305	26.7065361579946	34.9112492493317	0	0	0
Kiloniella majae	0	80.6903265515882	87.6652583926815	68.6080202478798	57.4688583040458	100.349512925945	124.538161069775	30.0580260129284	31.0600537851924	33.0720629351461
Kineothrix alysoides	0	390.129279179099	535.057981741892	312.340299089662	730.911226148115	918.87736789501	914.585776604031	312.901340413527	298.406730997485	278.842613852543
Klebsiella oxytoca	6453	0	0	0	42.2548524552042	73.0608677441337	62.2952871226153	0	0	0
Klebsiella sp. FDAARGOS_511	0	0	0	0	0	0	18.141944019129	0	0	0
Laceyella sacchari	0	352.515035249627	472.180024646104	274.785718392041	594.770150350609	669.356976630757	707.244794937639	219.356171045503	214.025654234416	241.137599002592
Lachnobacterium bovis	0	61.9968721921243	89.2435860847106	64.1861995610345	106.965139208242	158.508997055991	183.679194837762	66.8621345411721	32.2106662713275	53.6154282442613
Lachnoclostridium pacaense	0	49.7711717308737	68.5648494880533	34.921893705236	68.8875945131479	105.291634331122	98.2764882619627	29.8818032181695	23.8679641270621	25.4002236529499
Lachnoclostridium phocaeense	0	12.925544757248	33.6829216663309	21.1668801209688	42.2659096067064	49.3060058253321	27.2838474380427	0	0	0
Lachnoclostridium phytofermentans	0	0	0	0	0	0	19.9755388876622	0	0	0
Lachnoclostridium sp. YL32	0	190.745763863952	215.568431760071	133.014486076435	227.704709198611	312.44608642295	351.330517925611	98.020003912988	98.9148901560966	97.4611928668268
Lachnospira eligens	0	8289.94688505552	10940.0836353617	7037.73798839964	13627.9320983854	18488.1176634477	19572.6086364528	5983.12137267739	6111.3919839156	6075.81933663046
Lachnospira multipara	0	251.688028384781	358.316709588702	233.013710281493	67.2242089954496	141.999089640615	155.751650197156	192.483880352815	190.999201150993	223.14715942176
Lachnospira pectinoschiza	0	238.807080030625	395.195472695525	208.953621459883	419.513321329846	620.41159845692	610.496712931975	229.108237304684	215.087622713372	219.167978569863
Lachnospiraceae bacterium	95265	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium AM48-27BH	57168	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium Choco86	0	212.579427200321	238.683263138671	147.031431869517	283.236419575588	430.502742825981	390.864803100095	118.159551352735	110.042728182689	115.675119435869
Lachnospiraceae bacterium GAM79	141975	5659.15586676081	7197.15759718201	4556.52708814558	9400.64805030813	11782.4724543495	13214.7709759124	3967.30683931692	3743.13305476151	3925.86903075907
Lachnospiraceae bacterium KGMB03038	0	0	0	0	29.398676562562	22.940137641991	0	15.9397239263767	0	0
Lachnospiraceae bacterium OF09-33XD	6057	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium OM04-12BH	26991	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium UBA7598	11106	0	0	0	0	0	0	0	0	0
Lachnotalea glycerini	0	0	27.40802681081	0	11.3281517272014	26.9257776386128	37.8842760388958	0	0	0
Lacrimispora aerotolerans	0	64.6426968463639	80.8429784820668	39.8519470171153	89.0019410360642	113.012246047103	106.045392308859	40.272781779531	42.9712336083181	44.7554659683225
Lacrimispora algidixylanolytica	0	25.0980706050972	22.9947114461646	0	26.9615490762887	31.1623177560361	31.2057333206547	0	11.6875280735048	0
Lacrimispora amygdalina	0	1639.18072384064	2071.06379447436	1352.91258889697	2196.82995804952	2889.72040530169	3020.20630250787	1078.5125461371	889.784969360636	1061.63667129359
Lacrimispora celerecrescens	0	15.6047203358925	24.4566603153502	14.8739677322861	20.2163472619796	43.5757122611818	41.7386317588362	0	15.0583122596395	0
Lacrimispora indolis	0	350.64256172165	391.776169099457	280.379263973492	417.987575796188	536.481140608326	559.221876604371	241.824481949374	193.761385557734	204.955880424689
Lacrimispora saccharolytica	0	1098.14627501627	1371.88310825681	885.57785422206	1509.45213464939	1951.8161549339	2224.52101533866	659.837020020174	655.363320794987	621.598952083204
Lacrimispora sphenoides	0	178.834986954733	222.035768398259	144.895249572813	303.436716488913	334.869684531276	392.492010267684	125.925988812189	112.628758821287	105.291799869769
Lacrimispora xylanolytica	0	317.670678006586	371.342368993627	262.803324448131	477.318467153493	618.04990245605	689.599904373123	209.276586575885	175.794570268099	164.189649852733
Lactivibrio alcoholicus	0	41.6906075908073	40.7859768340831	29.9339242336575	50.3850629474511	53.9517962133569	60.3635792814074	21.0509416420296	24.0449181142431	25.6539244685732
Lactobacillus agilis	0	20.0241119788538	16.0146631631278	16.0215211407864	0	0	14.0078300282856	12.0232104051713	0	0
Lactobacillus animalis	0	35.042212472757	25.0229166851181	32.0413047544638	14.0099782931042	19.0113273100216	33.0174860964165	23.0444866099117	0	14.0305721543044
Lactobacillus aviarius	0	0	0	0	0	25.23542902238	19.6892333017999	0	0	0
Lactobacillus curvatus	0	0	14.8220311439289	0	19.9184869701222	18.997048899765	27.0217115725962	0	0	0
Lactobacillus gallinarum	0	0	0	0	0	0	29.0153662530462	0	0	0
Lactobacillus hayakitensis	0	0	0	0	0	11.007060458289	0	0	0	0
Lactobacillus paracasei	2124	17.0205032010534	24.5296290923478	0	36.0247061988733	45.0201959710169	41.7643807588434	17.0328814151864	0	15.0327558796125
Lactobacillus rogosae	31896	624.267430150837	815.991525587804	512.713953792493	1038.5892342547	1275.30803978222	1454.38815445417	441.976736768542	452.022227539206	482.48253830042
Lactobacillus salivarius	0	0	0	12.0178786401967	0	0	0	0	0	0
Lactobacillus vespulae	0	0	0	0	0	25.4391362160751	0	0	0	0
Lactococcus lactis	6813	35.0345219590045	82.0748095392904	37.0497676380686	69.71194514054	121.072137781841	117.001201944111	19.036749808188	42.0813631954575	34.0742466604536
Lactonifactor longoviformis	0	29.399545545724	39.7841445313941	14.0299037227383	49.8940759107711	51.7087916452314	69.1860186906524	30.5639560402955	17.3427751504653	15.6717389606835
Lawsonia intracellularis	0	11.0485804864567	0	0	0	0	0	0	0	0
Lawsonibacter asaccharolyticus	49788	0	0	0	0	0	0	0	0	0
Lentisphaeria bacterium	8325	0	0	0	0	0	0	0	0	0
Limosilactobacillus fermentum	0	161.202885111204	108.099092161995	132.775408861553	82.1320016765929	134.129776899916	160.069350158778	111.214835438931	25.048437787276	89.1943515438373
Listeria monocytogenes	0	120.143839286185	79.072416758181	79.1062644677953	65.0463278062343	89.8164695482172	114.060718221431	72.3459710499473	29.0561058596539	68.1536202680173
Longibaculum muris	3168	11.0146404810532	11.0102885202293	10.0138763631928	25.0196987542519	31.0189622528536	24.1028439871187	14.0274382728984	24.8834706035642	0
Longibaculum sp. KGMB06250	0	219.234940948379	222.805934304845	160.554812430571	340.286602325822	486.893628235346	538.142369187007	263.511445395855	255.243283542125	196.977625013644
Longicatena caecimuris	0	0	0	0	14.2708040439537	27.0839713272592	19.192773206244	0	0	14.8601034619269
Lutispora thermophila	0	88.1538182710617	119.732360335871	87.2270052492886	148.941427994277	192.871642823726	193.186097267223	71.9235377495907	60.4544246283015	71.3129795418986
Macrococcus sp. IME1552	0	0	0	0	0	25.7626627308846	21.4621324385972	0	0	0
Mageeibacillus indolicus	0	0	0	0	15.0932652800805	14.0209721359328	14.8198769572775	0	0	0
Mahella australiensis	0	19.5346564425462	20.4237208791814	16.5499337142359	47.475526625717	47.555968720463	49.6619997568202	0	0	0
Mailhella massiliensis	0	15.020317580664	20.0211704253754	15.0518964228596	0	11.0493099953941	0	0	0	0
Marvinbryantia formatexigens	5022	170.419291708778	195.151716921161	130.864105164145	228.231127005653	301.542052805238	330.797001318853	101.711061395161	109.563436658233	115.315447250863
Massilioclostridium coli	3789	0	0	0	0	0	0	0	0	0
Massilistercora timonensis	0	86.7340985917681	115.766854873663	62.9385170390507	178.1754327711	224.780024293316	222.48727290077	56.1863121896557	75.8010506825391	55.7701572378298
Mediterraneibacter butyricigenes	11925	0	0	0	0	0	0	0	0	0
Mediterraneibacter glycyrrhizinilyticus	0	148.864806883027	171.349762961576	123.841682774923	231.173447218327	275.509335994193	320.115420469862	86.2752561149032	75.091352348324	80.844578811274
Mediterraneibacter massiliensis	5130	0	0	0	0	0	0	0	0	0
Megamonas funiformis	161253	2539.25513141203	3351.06052713489	2014.99295737077	4944.176942178	6827.92581839335	7617.29821457008	1691.05876451632	1640.74963297833	1884.8194441597
Megamonas hypermegale	0	12.1073837217555	11.1227507622242	0	37.7696691192011	43.0446833111685	59.4167362996763	11.1377522313431	0	10.1842778010887
Megamonas rupellensis	33300	1540.38708506013	1997.03474860341	1321.33213486311	2828.03689268619	3764.47141423327	4643.88227984463	1080.34339761056	982.689124667919	1129.70046596043
Merdibacter massiliensis	6768	0	0	0	0	0	0	0	0	0
Merdimonas faecis	0	0	10.3807365447339	0	0	0	13.0577945942628	0	0	0
Methanobrevibacter smithii	84303	0	0	0	0	0	0	0	0	0
Mobilisporobacter senegalensis	0	0	0	0	0	11.2025234693778	0	0	0	0
Mobilitalea sibirica	0	62.6323837367572	103.893889143698	57.1493844630318	86.7852549764452	107.675176594137	112.775562076096	57.3460331137318	58.4643944756755	52.8643631867146
Monoglobus pectinilyticus	43371	5372.64004349742	6816.4162399708	4452.63697724034	9485.54412548863	12772.2739167411	14644.0863656095	3207.28828896553	3037.6173318054	3327.07763628017
Murimonas intestini	0	550.544258043249	703.952520384377	419.247270108276	809.691364519437	1094.49593030601	1188.96764865665	346.46119218663	327.277277311069	344.125493908218
Mycoplasma capricolum	0	0	27.5188711263463	0	34.0883058912303	45.2823362708602	63.9184737167124	0	0	0
Mycoplasma mycoides	0	0	0	0	0	34.7538206055077	0	0	0	0
Natranaerovirga pectinivora	0	34.0669046993761	32.7957541592966	19.7978186364813	38.7126027026884	54.6156370245135	38.1070879395436	15.9252187851975	24.8310187754307	16.0248052006744
Negativibacillus massiliensis	22194	461.31435856325	687.75373097035	433.488673899408	794.722215478891	1021.95947910337	1190.60951017135	276.915744414341	240.782384185291	279.87571474104
Neglecta timonensis	20952	1038.82453922333	1139.13999990353	809.724945248409	1576.37840095039	2046.88730126062	2316.83582093912	540.206067902603	451.894550430041	533.082214140281
Niveispirillum fermenti	0	0	0	0	0	0	14.7727758332001	0	0	0
Niveispirillum irakense	0	0	0	0	18.6394520668021	14.0083439803654	20.0103487003812	0	0	0
Odoribacter laneus	29124	455.548858384095	579.509508388122	355.477515255291	1051.7441195175	1283.03169346705	1454.78453354317	293.566720726267	282.546292653082	283.617994799266
Odoribacter splanchnicus	103860	228.274934845622	283.25931842028	169.227302105465	171.126503801506	213.207321982374	210.111281821469	135.267745342169	146.282833956067	149.325374533556
Okeania lorea	0	0	0	0	0	14.0080859203015	16.008466309803	0	0	0
Olegusella massiliensis	0	11.2857367159519	14.1747177063101	0	12.3824016601487	19.6567658022469	24.9416906788565	0	0	0
Oribacterium parvum	0	30.8118313111482	22.6043749267535	22.1950379137865	0	0	12.9895705302475	0	20.0466368525819	18.3237607162766
Oribacterium sinus	0	21.7659006389809	24.7781375115731	13.5473742243507	0	0	10.1339443894963	16.6732453718617	0	14.4655992767575
Oscillibacter ruminantium	0	1170.92462178875	1425.46097566528	962.777956472538	1797.36672154426	2337.81838230146	2499.8503601255	648.684504108322	677.800042206902	702.868387977471
Oscillibacter sp.	86139	0	0	0	0	0	0	0	0	0
Oscillibacter sp. PEA192	0	35.7906798141478	68.326830358591	32.1961687258824	98.9184962342469	96.8389802826666	112.385984108901	26.3107225626884	15.4464851892448	23.1946616560297
Oscillibacter valericigenes	0	2980.77101215141	3834.82043666931	2517.34813018691	4932.15456839187	6598.44311907934	7090.07468747669	1708.25548157382	1563.65553034931	1715.29859687001
Oxalobacter formigenes	4032	47.0566853205594	72.0660000525916	49.0659084936585	63.0449023189691	64.0381550937079	88.1510792484314	27.0522234116355	28.0542421285609	29.0633280339163
Oxobacter pfennigii	0	28.6125811247524	33.0465625031733	21.3025644140658	40.938010328438	68.4809741620592	66.3220607788332	19.1339546998206	20.0240816038665	0
Paenibacillus polymyxa	0	15.0399057991154	0	0	25.6606704240118	29.6563201246424	34.549686099997	0	0	0
Paeniclostridium sordellii	0	0	0	0	0	0	18.0729219185641	0	0	0
Paludicola psychrotolerans	0	103.446792070128	141.11585479479	78.1178776690791	168.081824906791	210.474264780435	220.765586499114	64.8102662053657	61.7283319298795	80.0624658542841
Papillibacter cinnamivorans	0	821.986054235213	1084.04188851732	669.601902937037	1279.00582989568	1904.49264124808	1953.49847489959	515.096673186867	504.741580811364	436.982163505767
Parabacteroides distasonis	364716	567.314713309513	715.791398717224	441.58106475922	440.514309490324	571.622270579444	582.597045945187	375.650866991649	414.646111657938	352.323020507305
Parabacteroides goldsteinii	26316	42.0506551626941	60.0530317750906	25.0288492868409	29.0206693355378	19.0123133166542	31.0164259949319	21.0466121037416	27.0523049096837	27.0589605831379
Parabacteroides johnsonii	70920	246.134263607848	326.272043153218	186.298927350166	201.381173399179	221.707398250931	222.40413749919	183.574700671891	172.106023544354	162.365472822729
Parabacteroides merdae	68049	197.406060764566	265.353151187117	155.083422133605	159.911183908517	185.791972943691	194.864579669831	143.057925578745	137.542291019016	136.287142122343
Parabacteroides sp. CT06	0	557.240834560575	692.842295226139	459.606409021294	394.027702871665	539.822542210667	510.199341661651	387.61271399536	370.972657237263	331.413774439215
Parasutterella excrementihominis	37935	192.231565696069	263.241083527442	136.182929696685	99.4306696652423	135.08048340079	164.086898811897	227.439063497825	146.282833956067	153.334109972041
Parvibacter caecicola	0	0	17.9080915908651	0	0	0	0	0	0	0
Pelotomaculum thermopropionicum	0	0	0	0	0	0	16.822340978444	0	0	0
Peptacetobacter hiranonis	0	328.50807132478	259.475405463996	358.024298624637	170.020773002404	281.348501677274	347.121551920697	251.498346871703	73.96209862182	205.298048248122
Peptococcaceae bacterium DCMF	0	0	0	0	0	15.2365171986174	19.3409397545645	0	0	0
